username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
filthydeadboy,10/17/2017 19:59,0,0,seeing happy death day today,,,9.20439e+17,-0.0516,0.368,0.349,0.283,NN,32
saltytinktink,10/17/2017 19:58,0,2,wanna see happy death day,,,9.20439e+17,-0.0516,0.368,0.349,0.283,NN,32
i_want_u_2_lose,10/17/2017 19:58,0,0,killer happy death day giant would full,,,9.20439e+17,-0.6705,0.516,0.233,0.252,Neg,32
itssimplyash,10/17/2017 19:57,0,1,watch happy death day,,,9.20439e+17,-0.0516,0.406,0.385,0.208,NN,32
_Auuustinnn,10/17/2017 19:57,0,1,wanna see happy death day,,,9.20439e+17,-0.0516,0.368,0.349,0.283,NN,32
JomarisRosa,10/17/2017 19:57,0,1,ya soy una veterana en otra cuando se acaba esperaba de happy death day pero muy repetitiva aveces,,,9.20439e+17,-0.0516,0.165,0.157,0.678,NN,32
SahafahFan,10/17/2017 19:56,0,0,happy death day,,,9.20438e+17,-0.0516,0.453,0.43,0.116,NN,32
SabzMoreno,10/17/2017 19:56,0,1,saw happy death day actually good,,,9.20438e+17,0.4019,0.289,0.489,0.222,PP,32
REELWORD,10/17/2017 19:56,1,0,neutral,,#review #HappyDeathDay #horror #comedy #GroundhogDay,9.20438e+17,0.0,0.0,0.0,1.0,NN,32
_kiaera,10/17/2017 19:54,1,0,happy death day good forgot tell lol,,,9.20438e+17,0.6705,0.239,0.577,0.184,PP,32
okshaleila,10/17/2017 19:54,0,0,days still reeling happy death day bringing line heifers delta least prepared,,,9.20438e+17,-0.2182,0.305,0.203,0.493,Neg,32
igorpps,10/17/2017 19:52,0,1,happy death day rio de rj,@CinemarkOficial,,9.20437e+17,-0.0516,0.336,0.319,0.345,NN,32
SafiahMS_,10/17/2017 19:52,0,0,nak ajak pergi tengok happy death day lupa pulak baru tahun,,,9.20437e+17,-0.0516,0.235,0.223,0.542,NN,32
swampwampa,10/17/2017 19:51,0,1,happy death day really predictable super enjoyed,,,9.20437e+17,0.8197,0.213,0.624,0.164,PP,32
