username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
baked_reeds,10/22/2017 19:59,0,2,went watch happy death day firestick instead episode happy days started get rick,,,9.22251e+17,0.5423,0.183,0.347,0.469,PP,18
iKarlee4,10/22/2017 19:59,0,6,happy death day makes wanna find nerdy boy life,,,9.22251e+17,-0.1027,0.345,0.25,0.405,Neg,18
venusmoth,10/22/2017 19:59,0,0,matter happy death day exceeded im shocked even say,,,9.22251e+17,-0.34,0.387,0.3,0.313,Neg,18
AndiieDoficial,10/22/2017 19:58,0,0,happy death day andiie,@YouTube,,9.22251e+17,-0.0516,0.406,0.385,0.208,NN,18
babylovetaba,10/22/2017 19:57,0,0,happy death day bad genius gusto ko panoorin,,,9.22251e+17,-0.5719,0.46,0.23,0.311,Neg,18
chy_bela,10/22/2017 19:56,0,0,finished looking happy death day loved,,,9.2225e+17,0.5719,0.269,0.524,0.207,PP,18
Real_Dj_Ariel,10/22/2017 19:56,0,0,watching happy death day amc theatres jersey gardens,,,9.2225e+17,-0.0516,0.287,0.272,0.441,NN,18
TheWyMac,10/22/2017 19:56,0,0,love introduce case need makeup artist thank,@blumhouse @JonLeeBrody,,9.2225e+17,0.7717,0.0,0.573,0.427,PP,18
katie18xox,10/22/2017 19:56,0,0,yeah also saw happy death day pretty good,,,9.2225e+17,0.7964,0.206,0.635,0.159,PP,18
venusmoth,10/22/2017 19:56,0,1,ethan went watch happy death day thread,,,9.2225e+17,-0.0516,0.31,0.294,0.397,NN,18
castieIkrushnic,10/22/2017 19:54,0,1,oh watching happy death day right probably watch one thanks,,,9.2225e+17,0.4019,0.223,0.377,0.4,PP,18
kimberrrly54,10/22/2017 19:54,0,0,happy death day beer,,,9.2225e+17,-0.0516,0.406,0.385,0.208,NN,18
LeftistMichael,10/22/2017 19:54,0,0,saw happy death day hoping groundhog day sorority killer got paid recommend,,,9.2225e+17,-0.0516,0.339,0.372,0.289,NN,18
__jessegarcia,10/22/2017 19:53,4,2,want see movie happy death day worth,,,9.2225e+17,0.25,0.283,0.5,0.217,PP,18
REDRAGEGAMER,10/22/2017 19:53,0,1,happy death day performing better blade runner,,,9.2225e+17,0.4019,0.269,0.455,0.276,PP,18
TyAjahR,10/22/2017 19:53,1,0,happy death day,,,9.2225e+17,-0.0516,0.453,0.43,0.116,NN,18
Arielrocks5,10/22/2017 19:52,0,1,review happy death day,@letterboxd,,9.22249e+17,-0.0516,0.406,0.385,0.208,NN,18
donnamossirl,10/22/2017 19:52,0,1,anyone talk happy death day emotions,,,9.22249e+17,-0.0516,0.336,0.319,0.345,NN,18
Real_Dj_Ariel,10/22/2017 19:49,0,0,watching happy death day,,,9.22249e+17,-0.0516,0.406,0.385,0.208,NN,18
JonLeeBrody,10/22/2017 19:49,5,25,finally got watch shoutout da homies job well kudos poster,@blumhouse,#HappyDeathDay,9.22249e+17,0.6597,0.0,0.403,0.597,PP,18
hollyxbullardx,10/22/2017 19:48,0,0,someone please go see happy death day courtney,,,9.22248e+17,0.2732,0.262,0.403,0.336,PP,18
chaaarrllee,10/22/2017 19:48,0,1,happy death day dumbest movie,,,9.22248e+17,-0.5423,0.558,0.287,0.155,Neg,18
deacon05oc,10/22/2017 19:48,0,1,happy death day,,,9.22248e+17,-0.0516,0.453,0.43,0.116,NN,18
norazfaaa,10/22/2017 19:48,0,0,feels like wanna watch happy death day,,,9.22248e+17,0.3182,0.277,0.44,0.284,PP,18
bigbulldog4ever,10/22/2017 19:47,0,0,really want go see happy death day wanna see,,,9.22248e+17,0.101,0.257,0.348,0.395,PP,18
TheDexStarr,10/22/2017 19:47,0,0,remember said like happy death day grown sorta like,,,9.22248e+17,0.5859,0.222,0.494,0.284,PP,18
sarahelainee_,10/22/2017 19:46,2,7,someone come watch happy death day,,,9.22248e+17,-0.0516,0.336,0.319,0.345,NN,18
