username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
DanCJukes,10/21/2017 19:07,0,1,worst film seen long,,#HappyDeathDay,9.22e+17,-0.6249,0.577,0.0,0.423,Neg,21
diversetechgeek,10/21/2017 19:07,0,0,box happy death day drops jackie falls via,@forbes,#585a573255ab,9.22e+17,-0.0516,0.287,0.272,0.441,NN,21
_Thensole,10/21/2017 19:07,0,0,walang happy death day sa robinson,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
TheMovieMeds,10/21/2017 19:07,0,0,review,,#HappyDeathDay,9.22e+17,0.0,0.0,0.0,1.0,NN,21
KarlaLugo98,10/21/2017 19:06,0,1,happy death day good movie recommend,,,9.22e+17,0.6369,0.26,0.607,0.133,PP,21
xseandlprt17x,10/21/2017 19:06,0,0,happy death day later bad,,,9.22e+17,-0.5719,0.565,0.282,0.153,Neg,21
Cat_H21,10/21/2017 19:05,0,0,tonight movie amazing movie many funny parts,,#happydeathday,9.22e+17,0.7717,0.0,0.573,0.427,PP,21
_chloerobinsonn,10/21/2017 19:04,0,1,expecting much happy death day turns pretty good,,,9.22e+17,0.7096,0.22,0.554,0.226,PP,21
DawgBawse,10/21/2017 19:03,0,0,watching happy death day regal cinemas pastime pavilion,,,9.22e+17,-0.0516,0.287,0.272,0.441,NN,21
icystorm,10/21/2017 19:03,0,0,welp gaf gonna watch happy death day,,,9.22e+17,-0.0516,0.31,0.294,0.397,NN,21
ohanajelena,10/21/2017 19:02,0,0,da sala de flatliners e fui direto pra sala de happy death day,,,9.22e+17,-0.0516,0.222,0.21,0.568,NN,21
swiftIipa,10/21/2017 19:01,1,1,loveddddd happy death day good yet fun entertaining horror everyone go see,,,9.22e+17,0.6369,0.288,0.485,0.227,PP,21
Glogirlmiaaa,10/21/2017 18:59,0,1,need go see thank service happy death day madea boo,,,9.22e+17,0.3182,0.228,0.363,0.409,PP,21
kimxuelak,10/21/2017 18:58,0,2,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
_sibbb,10/21/2017 18:58,0,1,wanna see happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
pat4az,10/21/2017 18:57,0,0,quick go see happy death day stick around cake song end final closing really,,,9.22e+17,-0.0516,0.199,0.189,0.612,NN,21
RobbieProuse,10/21/2017 18:56,0,0,great film fantastic actress,@UniversalHorror,,9.22e+17,0.8271,0.0,0.794,0.206,PP,21
lovatobizzles,10/21/2017 18:55,0,0,want go watch happy death day,,,9.22e+17,0.0258,0.328,0.42,0.252,NN,21
RobbieProuse,10/21/2017 18:54,0,0,went see really enjoyed scary good twists,,#HappyDeathDay,9.22e+17,0.507,0.244,0.475,0.281,PP,21
Blizzayyy,10/21/2017 18:54,0,0,part happy death day forever funny im using,,,9.22e+17,0.4019,0.252,0.426,0.323,PP,21
d9nzy,10/21/2017 18:54,0,0,liked video happy death day official trailer theaters friday october,@YouTube,,9.22e+17,0.3818,0.224,0.374,0.402,PP,21
FreakZoneGames,10/21/2017 18:54,0,2,lighter perhaps badly saw happy death day much damn,,,9.22e+17,-0.7184,0.527,0.201,0.272,Neg,21
PoliticsScot,10/21/2017 18:54,0,1,oh yes good modern might cinema happy death day good really horror,,,9.22e+17,0.5118,0.302,0.468,0.23,PP,21
krasivachka,10/21/2017 18:52,0,0,wow finally movie theatre fancy dine,,#happydeathday,9.22e+17,0.5859,0.0,0.432,0.568,PP,21
nickmjimenez,10/21/2017 18:52,0,0,halloween sleep happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
scottbox64,10/21/2017 18:51,0,0,happy death day alright writing def aimed teens expect pg movie,,,9.22e+17,0.2023,0.222,0.324,0.455,PP,21
samesfoley,10/21/2017 18:51,1,1,saw happy death day v would thanks inspiring watch,@ListenToBrunch,,9.22e+17,0.6705,0.225,0.543,0.231,PP,21
Irais2626,10/21/2017 18:51,0,1,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
nick_malbeuf,10/21/2017 18:48,1,1,mood happy death day actually silly fun geostorm snowman probably,,,9.22e+17,0.4939,0.217,0.45,0.333,PP,21
sevelev711,10/21/2017 18:47,0,0,going see geostorm going see happy death day going walk oncoming,,,9.22e+17,-0.0516,0.235,0.223,0.542,NN,21
QueenMayaG,10/21/2017 18:47,1,0,wanna go see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
luizatuitando,10/21/2017 18:47,0,1,ri,@letterboxd,#HappyDeathDay,9.22e+17,0.0,0.0,0.0,1.0,NN,21
StillDave,10/21/2017 18:47,0,0,still watched happy death day want go watch tonight,,,9.22e+17,0.0258,0.262,0.336,0.403,NN,21
taeminsmoles,10/21/2017 18:45,0,2,wants see new madea movie lmao brothers friends seeing happy death day something,,,9.22e+17,0.7783,0.165,0.453,0.381,PP,21
Carol_vqs,10/21/2017 18:45,0,0,cinemais happy death day patos de mg,,,9.22e+17,-0.0516,0.31,0.294,0.397,NN,21
Shvnnen,10/21/2017 18:45,0,0,finally going see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
EjeCentral,10/21/2017 18:45,0,0,happy death day primer lugar en las taquillas de estados unidos,,#LATENTACI,9.22e+17,-0.0516,0.235,0.223,0.542,NN,21
JosiT_Youtube,10/21/2017 18:43,0,0,going go see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
fossdog_,10/21/2017 18:43,0,1,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
ashleexpena,10/21/2017 18:42,4,1,still yet see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
Codename22_,10/21/2017 18:42,0,0,back movies happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
dbehan79,10/21/2017 18:42,0,0,neutral,@LamarrWilson,#HappyHalloween #HappyDeathDay #happybirthdaykimkardashian,9.22e+17,0.0,0.0,0.0,1.0,NN,21
ChelseaJKaye,10/21/2017 18:42,0,0,happy death day pretty good,,,9.22e+17,0.7096,0.265,0.667,0.068,PP,21
holyfieldcaly,10/21/2017 18:41,0,0,austin going see happy death day told gonna wear flops asked wearing,,,9.22e+17,-0.3818,0.332,0.195,0.474,Neg,21
Cherry_redd69,10/21/2017 18:41,0,0,getting litty n going see happy death day,,,9.22e+17,-0.0516,0.31,0.294,0.397,NN,21
SpasticReviewer,10/21/2017 18:40,0,0,combination unimaginative holiday thought,,#TeenDrama #SlasherMovie #GroundhogDay #HappyDeathDay,9.22e+17,0.4019,0.0,0.474,0.526,PP,21
heartfcl,10/21/2017 18:40,0,0,sorry happy death day fucking terrible,,,9.22e+17,-0.5984,0.601,0.259,0.14,Neg,21
kalcobalt,10/21/2017 18:40,0,0,saw happy death day unsure rate brain got way think copped,,,9.22e+17,-0.296,0.335,0.21,0.455,Neg,21
clipsonlinetv,10/21/2017 18:40,0,0,weekend box happy death day another win horror hollywood reporter,,#Movies #Film,9.22e+17,-0.0258,0.36,0.355,0.284,NN,21
froggylucio,10/21/2017 18:40,0,2,forgot say happy death day actually rad u like fun murder mysterys dont take seriously recommend,,,9.22e+17,-0.1759,0.36,0.371,0.269,Neg,21
shelbyemmm,10/21/2017 18:39,0,0,happy death day good movie,,,9.22e+17,0.4019,0.312,0.528,0.16,PP,21
csdaley,10/21/2017 18:38,0,0,thank great day happy death day lot,@jessica_rothe,,9.22e+17,0.7506,0.227,0.599,0.174,PP,21
itsKristaps,10/21/2017 18:38,0,0,actually pretty decent rather horror anything else,,#HappyDeathDay,9.22e+17,-0.128,0.311,0.269,0.42,Neg,21
Danni_411,10/21/2017 18:37,0,0,really want see,,#HappyDeathDay,9.22e+17,0.1513,0.0,0.443,0.557,PP,21
nicransome,10/21/2017 18:37,0,0,plus strong astoundingly assured performance jessica rothe one cleverest protagonist names,,#HappyDeathDay,9.22e+17,0.91,0.0,0.641,0.359,PP,21
essentialien,10/21/2017 18:37,0,0,si hubiera valido la pena pagar por kingsman happy death day duh,,,9.22e+17,-0.0516,0.222,0.21,0.568,NN,21
mADe_in_Chitown,10/21/2017 18:37,0,0,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
elizaabbeethhh,10/21/2017 18:36,0,0,ok finally go see happy death day w orrr,@rileeeeeeyy,,9.22e+17,0.25,0.264,0.399,0.338,PP,21
lecheaaaa_,10/21/2017 18:36,0,0,wanna see happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
Cleric20,10/21/2017 18:36,0,0,enjoyed disposable added,@blumhouse,#HappyDeathDay #GroundhogDay,9.22e+17,0.5106,0.0,0.623,0.377,PP,21
katelynalvarez_,10/21/2017 18:35,15,15,trynna watch happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
Jamesfilmcritic,10/21/2017 18:35,0,0,happy death day enjoyable throwback know last,,,9.22e+17,0.4019,0.269,0.455,0.276,PP,21
GiggleriotJokes,10/21/2017 18:35,0,0,happy death day jessica rothe israel broussard talk,,#staged,9.22e+17,-0.0516,0.287,0.272,0.441,NN,21
Angelicasire,10/21/2017 18:34,0,0,gonna go see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
_aimatt,10/21/2017 18:33,0,0,wanna go see happy death day,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
brvnnnn,10/21/2017 18:32,0,0,would honestly go see happy death day,,,9.22e+17,0.4215,0.267,0.459,0.274,PP,21
Cinco2Texas,10/21/2017 18:32,0,0,seeing happy death day alone,,,9.22e+17,-0.296,0.509,0.319,0.172,Neg,21
RuhBuhJuh,10/21/2017 18:31,0,1,happy death day actually really simple lead actress low key enjoyable,,,9.22e+17,0.1531,0.306,0.337,0.357,PP,21
neoliberals,10/21/2017 18:31,0,3,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
eric_vlmeida,10/21/2017 18:31,0,0,happy death day enjoyable film,,,9.22e+17,0.4019,0.312,0.528,0.16,PP,21
mo_jasem1,10/21/2017 18:30,0,0,shall shall shall,@OfficialAllegri,#HappyDeathDay,9.22e+17,0.0,0.0,0.0,1.0,NN,21
anxvla,10/21/2017 18:30,0,0,really wanna go watch happy death day,,,9.22e+17,-0.0516,0.31,0.294,0.397,NN,21
thurston1977,10/21/2017 18:29,0,1,rated happy death day,,#IMDb,9.22e+17,-0.0516,0.406,0.385,0.208,NN,21
AngeP37,10/21/2017 18:27,0,0,enjoyed happy death day funny actress playing part,,,9.22e+17,0.7783,0.21,0.629,0.161,PP,21
nicransome,10/21/2017 18:27,0,0,wonderfully screenplay seamlessly transitions dramatic comedic,,#HappyDeathDay,9.22e+17,0.765,0.0,0.623,0.377,PP,21
SirBasilBrush,10/21/2017 18:26,0,1,split happy death day used called,,,9.22e+17,-0.0516,0.336,0.319,0.345,NN,21
UKmemberberries,10/21/2017 18:25,0,1,excellent good play winnie cooper ever make wonder years,@raylynn93,#HappyDeathDay,9.22e+17,0.8402,0.0,0.6,0.4,PP,21
Armanixr,10/21/2017 18:24,0,2,oh yeah new movie happy death day shit x,,,9.22e+17,-0.3818,0.431,0.339,0.23,Neg,21
TD_Kyle,10/21/2017 18:24,0,1,neutral,,#HappyDeathDay,9.22e+17,0.0,0.0,0.0,1.0,NN,21
__carsonclaire,10/21/2017 18:24,0,0,kinda wanna go see happy death day tn lol,,,9.22e+17,0.3818,0.238,0.396,0.366,PP,21
GGUKSGlRL,10/21/2017 18:23,0,0,saw happy death day friends already could guess happened,,,9.22e+17,0.4404,0.234,0.407,0.359,PP,21
cancer2480,10/21/2017 18:23,0,0,la de happy death day,,,9.22e+17,-0.0516,0.368,0.349,0.283,NN,21
Only1MCDayz,10/21/2017 18:23,0,0,liked video happy death day jeffy sml,@YouTube,,9.22e+17,0.3818,0.271,0.451,0.278,PP,21
WhoDatNinja73,10/21/2017 18:22,0,2,dear please continue let go see,@blumhouse,#HappyDeathDay,9.22e+17,0.5994,0.0,0.551,0.449,PP,21
readoverreality,10/21/2017 18:22,0,0,see happy death day,,,9.22e+17,-0.0516,0.406,0.385,0.208,NN,21
heytherejeffro,10/21/2017 18:22,0,29,happy death day really fun,,,9.22e+17,0.5256,0.296,0.553,0.152,PP,21
Iam_Prince_will,10/21/2017 18:21,0,0,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
Mtotheizzox3,10/21/2017 18:20,0,0,seriously doe tryna get link happy death day nada,,,9.22e+17,-0.2263,0.366,0.242,0.392,Neg,21
PujaaKaur,10/21/2017 18:19,0,1,loool happy death day shit bother watching,,,9.22e+17,-0.7351,0.596,0.223,0.181,Neg,21
ashley_kim143,10/21/2017 18:19,0,0,ok person taking call middle watching happy death day,@that,,9.22e+17,0.25,0.247,0.373,0.38,PP,21
ade_kunle_,10/21/2017 18:19,0,0,wanna watch happy death day looks like fun,,,9.22e+17,0.6808,0.224,0.546,0.23,PP,21
brunoferreiraap,10/21/2017 18:18,0,0,hoje estou com pica toda para e abanar capacete e vamos ao cinema ver happy death day,,,9.22e+17,-0.0516,0.189,0.18,0.631,NN,21
Roy_Thomas20,10/21/2017 18:18,0,3,happy death day gay af advise go see welcome,,,9.22e+17,0.4215,0.235,0.404,0.361,PP,21
kertgotclout,10/21/2017 18:17,0,0,remember part happy death day died,,,9.22e+17,-0.5859,0.528,0.261,0.211,Neg,21
seqilol,10/21/2017 18:16,0,0,happy death day bad,,,9.22e+17,-0.5719,0.612,0.306,0.083,Neg,21
Steven72Laidlaw,10/21/2017 18:16,0,1,seen happy death day weird film,,,9.22e+17,-0.2263,0.455,0.301,0.244,Neg,21
randomscreename,10/21/2017 18:15,0,0,something bothered happy death day character two mondo prints stuck,,,9.22e+17,-0.5423,0.458,0.207,0.335,Neg,21
chefobubu,10/21/2017 18:15,0,0,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
nikkisocoollike,10/21/2017 18:14,0,1,happy death day,,,9.22e+17,-0.0516,0.453,0.43,0.116,NN,21
chandrakanthi93,10/21/2017 18:13,0,1,heb ieder geval kingsman en happy death day gezien,,,9.22e+17,-0.0516,0.267,0.253,0.479,NN,21
DudeeeGas,10/21/2017 18:13,0,0,crying shame happy death day one worst film titles really good thoroughly enjoyed,,,9.22e+17,-0.5346,0.459,0.347,0.194,Neg,21
