username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
madfemme,10/15/2017 19:54,0,0,really enjoyed happy death day,,,9.19713e+17,0.528,0.303,0.551,0.146,PP,25
FatherTone,10/15/2017 19:53,16,21,killer happy death day save,,,9.19713e+17,-0.3182,0.509,0.429,0.062,Neg,25
ZProductionz,10/15/2017 19:53,0,1,seated,@creetureshow,#HappyDeathDay,9.19713e+17,0.0,0.0,0.0,1.0,NN,25
DouceyD,10/15/2017 19:53,0,0,happy death day get chance see friday even though tickets,,,9.19713e+17,0.2023,0.235,0.343,0.422,PP,25
salittig,10/15/2017 19:53,0,0,gostei de um morte te happy death day,@YouTube,,9.19713e+17,-0.0516,0.287,0.272,0.441,NN,25
Fangurll19,10/15/2017 19:53,0,0,saw happy death day really good,,,9.19713e+17,0.4576,0.283,0.5,0.218,PP,25
Manticore471,10/15/2017 19:53,0,0,u amazing happy death day u showed many emotions one film pulled bravo u,@jessica_rothe,,9.19713e+17,0.5574,0.201,0.387,0.412,PP,25
hemmomendesx,10/15/2017 19:52,0,1,happy death day freaking whole acting really movie,,,9.19713e+17,-0.4588,0.435,0.24,0.325,Neg,25
cia0bellaxo,10/15/2017 19:52,0,0,happy death day one movies expect wack turns,,,9.19713e+17,-0.0516,0.287,0.272,0.441,NN,25
xxTheNidsterxx,10/15/2017 19:52,0,0,happy death day great definitely better,,,9.19713e+17,0.8591,0.213,0.732,0.055,PP,25
Moviesworldshow,10/15/2017 19:52,0,0,happy death day stands among weak lineup wide releases los angeles times,,,9.19713e+17,-0.4767,0.349,0.19,0.462,Neg,25
livefromthe719,10/15/2017 19:52,0,0,watching happy death day,,#trakt,9.19713e+17,-0.0516,0.406,0.385,0.208,NN,25
Brandonismusic,10/15/2017 19:52,0,0,movie happy death day,,,9.19713e+17,-0.0516,0.406,0.385,0.208,NN,25
rowciee,10/15/2017 19:52,0,3,happy death day fucking called killer within first times,,,9.19713e+17,-0.6983,0.466,0.204,0.33,Neg,25
Princessrelliee,10/15/2017 19:51,0,0,tryna go see someone weekend,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN,25
jamesraybeck,10/15/2017 19:51,0,1,got watching rock hard movie got new fan awesome work,@jessica_rothe,#HappyDeathDay,9.19712e+17,0.7184,0.095,0.432,0.473,PP,25
GoombaStompMag,10/15/2017 19:51,0,0,unusual slasher film lot read,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN,25
ernanivfreire,10/15/2017 19:50,0,0,gostei de um morte te happy death day,@YouTube,,9.19712e+17,-0.0516,0.287,0.272,0.441,NN,25
alyssssa_22,10/15/2017 19:50,15,17,wanna go see happy death day,,,9.19712e+17,-0.0516,0.336,0.319,0.345,NN,25
kmmfoo,10/15/2017 19:50,0,1,recap premise day die supposedly get ok skip last burrito,,#HappyDeathDay,9.19712e+17,-0.4019,0.277,0.156,0.567,Neg,25
Helenn_Ly,10/15/2017 19:50,1,5,happy death day waste money,,,9.19712e+17,-0.4588,0.54,0.298,0.161,Neg,25
TVExclusivas,10/15/2017 19:50,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#TVExclusivas,9.19712e+17,-0.0516,0.267,0.253,0.479,NN,25
trueviralnews,10/15/2017 19:50,0,1,happy death day scares big box office numbers,,#Buzz #Entertainment #NEWS #news,9.19712e+17,-0.3818,0.42,0.247,0.333,Neg,25
Yellenah,10/15/2017 19:49,0,0,gostei de um morte te happy death day,@YouTube,,9.19712e+17,-0.0516,0.287,0.272,0.441,NN,25
ScreamTAYYY,10/15/2017 19:49,0,0,wanna go see happy death day,,,9.19712e+17,-0.0516,0.336,0.319,0.345,NN,25
destanie_nacey,10/15/2017 19:49,0,7,definitely need go see happy death day,,,9.19712e+17,0.3612,0.273,0.448,0.28,PP,25
Senlac_Hill,10/15/2017 19:49,0,0,seen,,#HappyDeathDay,9.19712e+17,0.0,0.0,0.0,1.0,NN,25
LitJalex,10/15/2017 19:48,0,0,im tryna see happy death day nfs,,,9.19712e+17,-0.0516,0.31,0.294,0.397,NN,25
killakiki_,10/15/2017 19:48,0,1,super upset happy death day really cents song ringtone like previews,,,9.19712e+17,0.5574,0.288,0.447,0.265,PP,25
jcarmon24,10/15/2017 19:47,1,10,okay happy death day easily best movie seen long,,,9.19711e+17,0.8074,0.194,0.607,0.199,PP,25
Apothecary_Man,10/15/2017 19:47,0,1,happy death day actually good completely fell apart came time reveal,,,9.19711e+17,0.4019,0.211,0.357,0.432,PP,25
Bigdaddyycool,10/15/2017 19:47,0,0,happy death day movie review,,,9.19711e+17,-0.0516,0.368,0.349,0.283,NN,25
QuezCustomz,10/15/2017 19:47,2,1,save money see happy death day,,,9.19711e+17,0.4588,0.283,0.5,0.217,PP,25
Jaduhhh__,10/15/2017 19:46,0,2,loved happy death day much,,,9.19711e+17,0.5719,0.289,0.563,0.148,PP,25
tmurdaaa16,10/15/2017 19:46,0,0,going see happy death day tomorrow,,,9.19711e+17,-0.0516,0.336,0.319,0.345,NN,25
1066Live,10/15/2017 19:45,0,0,seen,,#HappyDeathDay,9.19711e+17,0.0,0.0,0.0,1.0,NN,25
prymefocus,10/15/2017 19:45,0,0,happy death day carves million opening box office,,,9.19711e+17,-0.0516,0.287,0.272,0.441,NN,25
tayler__t,10/15/2017 19:45,0,0,saw happy death day pretty,,,9.19711e+17,0.4588,0.305,0.539,0.156,PP,25
JoseSalvadorIII,10/15/2017 19:45,0,2,need gif pep talk tree gives tim,,#HappyDeathDay,9.19711e+17,0.0,0.0,0.0,1.0,NN,25
daaatpussycat_,10/15/2017 19:44,0,1,happy death day,,,9.19711e+17,-0.0516,0.453,0.43,0.116,NN,25
temoflama,10/15/2017 19:44,0,0,happy death day logra el primer lugar en la taquilla de eu,,,9.19711e+17,-0.0516,0.222,0.21,0.568,NN,25
Bethoisababe,10/15/2017 19:44,0,0,went saw happy death day even tho scared half movie definitely recommend,,,9.19711e+17,0.2732,0.3,0.392,0.308,PP,25
iRiSWHOM,10/15/2017 19:44,0,0,conspiracy theory happy death day fucking,,,9.19711e+17,-0.5574,0.521,0.264,0.214,Neg,25
ireadsyou,10/15/2017 19:44,0,0,movies like happy death day negromancer negromancer news bits bites october,,,9.19711e+17,0.3182,0.215,0.343,0.442,PP,25
DrZaiusGoD,10/15/2017 19:44,0,0,reaction,,#HappyDeathDay #StardustApp,9.19711e+17,0.0,0.0,0.0,1.0,NN,25
OnlyyHope_16,10/15/2017 19:44,0,2,happy death day probably fav,,,9.19711e+17,0.4215,0.31,0.532,0.159,PP,25
CtrlAltComputer,10/15/2017 19:43,0,0,happy death day open top spots,,,9.1971e+17,0.1531,0.315,0.444,0.242,PP,25
ITSYABOI_CARLOS,10/15/2017 19:43,0,0,saw happy death day,,,9.1971e+17,-0.0516,0.406,0.385,0.208,NN,25
CapitaineJan,10/15/2017 19:43,0,1,box happy death day takes runner via,@ew,,9.1971e+17,-0.0516,0.31,0.294,0.397,NN,25
JDOberholtzer,10/15/2017 19:42,0,2,albeit slightly slasher twist rothe strong final b,,#HappyDeathDay #GroundhogDay,9.1971e+17,0.5106,0.0,0.355,0.645,PP,25
adasynlynell,10/15/2017 19:42,0,0,going watch happy death day,,,9.1971e+17,-0.0516,0.368,0.349,0.283,NN,25
liljup,10/15/2017 19:42,0,1,happy death day oct,,,9.1971e+17,-0.0516,0.406,0.385,0.208,NN,25
5150power,10/15/2017 19:42,0,0,happy death day ending raises plenty questions via,@thr,,9.1971e+17,-0.0516,0.287,0.272,0.441,NN,25
abbear111,10/15/2017 19:42,0,1,seen thr,,#HappyDeathDay,9.1971e+17,0.0,0.0,0.0,1.0,NN,25
kennedy_ryleigh,10/15/2017 19:42,0,2,wanna go see happy death day,,,9.1971e+17,-0.0516,0.336,0.319,0.345,NN,25
ljovo1,10/15/2017 19:42,1,6,tryna see happy death day,,,9.1971e+17,-0.0516,0.368,0.349,0.283,NN,25
THR,10/15/2017 19:42,4,28,seen,,#HappyDeathDay,9.1971e+17,0.0,0.0,0.0,1.0,NN,25
AdamGlass44,10/15/2017 19:41,0,1,aidan made customer lego movie,@ScottyLobdell @UniversalHorror @DCComics,#SPN,9.1971e+17,0.0,0.0,0.0,1.0,NN,25
GingerRedBush,10/15/2017 19:41,0,0,movie watching happy death day amc poway,,,9.1971e+17,-0.0516,0.31,0.294,0.397,NN,25
shookXdolan,10/15/2017 19:41,0,1,happy death day great recommend,,,9.1971e+17,0.7506,0.257,0.678,0.066,PP,25
gmanews,10/15/2017 19:41,3,11,box office glory piece cake happy death day,,,9.1971e+17,0.5106,0.242,0.447,0.311,PP,25
londonthetaurus,10/15/2017 19:40,0,0,give happy death day impressed really,,,9.1971e+17,0.4404,0.285,0.496,0.219,PP,25
trendsmetadata,10/15/2017 19:40,0,0,new avg sd happy death day liked views,,#Movies #YouTube #like,9.1971e+17,0.3818,0.253,0.422,0.325,PP,25
tazminmerchant,10/15/2017 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
TheHTMN,10/15/2017 19:40,0,0,october,,#Box_Office #HAPPY_DEATH_DAY #BLADE_RUNNER_2049 #THE_FOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
FilmBookTomasi,10/15/2017 19:40,0,0,october,,#BoxOffice #HAPPYDEATHDAY #BLADERUNNER2049 #THEFOREIGNER,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
Patrick720,10/15/2017 19:39,0,0,looking like took dump,,#happydeathday,9.19709e+17,-0.0258,0.366,0.352,0.282,NN,25
_elizabeth1597,10/15/2017 19:39,0,2,someone go watch happy death day,,,9.19709e+17,-0.0516,0.336,0.319,0.345,NN,25
BaileyDawn647,10/15/2017 19:39,0,1,saw pretty recommend going lol,,#HappyDeathDay,9.19709e+17,0.8176,0.0,0.81,0.19,PP,25
FilmBookJoseph,10/15/2017 19:39,0,1,box october happy death day blade runner,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN,25
lifexvibe,10/15/2017 19:38,0,0,neutral,,#HappyDeathDay,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
Tonii_Baloneyy,10/15/2017 19:38,0,0,need someone go see happy death day,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN,25
padillerrr,10/15/2017 19:38,0,1,trying go date see happy death day,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN,25
JoshHouchin,10/15/2017 19:38,0,3,minutes happy death day started wondering going inevitably start selling bayfield babies shirts,,,9.19709e+17,-0.0516,0.21,0.199,0.591,NN,25
_skamall,10/15/2017 19:38,0,1,neutral,,#pickering8 #happydeathday,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
FilmBookRomney,10/15/2017 19:38,0,1,box october happy death day blade runner,,,9.19709e+17,-0.0516,0.31,0.294,0.397,NN,25
_aadaaam,10/15/2017 19:37,0,0,soooooooo happy death day amazing would watch,,,9.19709e+17,0.5574,0.253,0.487,0.26,PP,25
brookexmendes,10/15/2017 19:36,0,0,hey happy death day,@JacobWhitesides,,9.19709e+17,-0.0516,0.406,0.385,0.208,NN,25
dreeewmay,10/15/2017 19:36,0,2,love life,,#HappyDeathDay,9.19709e+17,0.6369,0.0,0.808,0.192,PP,25
DDannyBOY,10/15/2017 19:36,0,0,bien que decir watching happy death day ipic theaters,,,9.19709e+17,-0.0516,0.267,0.253,0.479,NN,25
therealGoganchi,10/15/2017 19:36,0,1,finna watch,,#HappyDeathDay,9.19709e+17,0.0,0.0,0.0,1.0,NN,25
ThisYaMANNs,10/15/2017 19:36,0,0,happy death day good movie,,,9.19709e+17,0.4019,0.312,0.528,0.16,PP,25
aIlbadbizzle,10/15/2017 19:36,0,1,went go see happy death day right sjsjsj sitting next little kids thought everything funny,,,9.19709e+17,0.4019,0.173,0.293,0.533,PP,25
FilmBookWilliam,10/15/2017 19:35,0,0,box october happy death day blade runner,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN,25
revistasisomos,10/15/2017 19:35,0,0,rt happy death day desplaza en taquilla,,#BladeRuner2049,9.19708e+17,-0.0516,0.31,0.294,0.397,NN,25
suhvannah_,10/15/2017 19:35,0,2,happy death day looked cheesy get turned decent,,,9.19708e+17,-0.0516,0.287,0.272,0.441,NN,25
Guitarzan14,10/15/2017 19:34,0,0,box happy death day takes blade runner,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN,25
tshoemaker2423,10/15/2017 19:34,0,0,happy death day really good funny yet highly,,,9.19708e+17,0.7328,0.217,0.56,0.223,PP,25
wiltondan7,10/15/2017 19:34,0,0,gostei de um morte te happy death day,@YouTube,,9.19708e+17,-0.0516,0.287,0.272,0.441,NN,25
wwgirl40,10/15/2017 19:34,0,0,watching,@UniversalHorror,,9.19708e+17,0.0,0.0,0.0,1.0,NN,25
dakotadallen,10/15/2017 19:34,0,0,movie night cinemas hollywood imax ocala happy death day,@Regal @regalmovies,,9.19708e+17,-0.0516,0.267,0.253,0.479,NN,25
FilmBookdotCom,10/15/2017 19:34,0,0,box october,,#HappyDeathDay #BladeRunner2049 #TheForeigner,9.19708e+17,0.0,0.0,0.0,1.0,NN,25
l0lnatalie,10/15/2017 19:33,8,5,somebody go see happy death day w,,,9.19708e+17,-0.0516,0.336,0.319,0.345,NN,25
AngelInBoots21,10/15/2017 19:33,0,0,anyone wanna go watch happy death day,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN,25
aalexxiiss_,10/15/2017 19:33,1,1,happy death day,,,9.19708e+17,-0.0516,0.453,0.43,0.116,NN,25
HeleneOficial,10/15/2017 19:33,0,0,finalmente vou ver happy death day ha meses esperando,,,9.19708e+17,0.296,0.244,0.381,0.375,PP,25
hannahleahperez,10/15/2017 19:33,0,3,neutral,,#HappyDeathDay,9.19708e+17,0.0,0.0,0.0,1.0,NN,25
abiigaill__,10/15/2017 19:32,0,1,really wanna go see happy death day,,,9.19708e+17,-0.0516,0.31,0.294,0.397,NN,25
jaimere15,10/15/2017 19:32,0,1,happy death day pretty chill,,,9.19708e+17,0.4588,0.305,0.539,0.156,PP,25
GrovesZac,10/15/2017 19:32,0,0,want see happy death day,,,9.19708e+17,0.0258,0.358,0.459,0.183,NN,25
LargeMarge67,10/15/2017 19:32,0,0,latest,,#thewalkingdead #happydeathday,9.19708e+17,0.0,0.0,0.0,1.0,NN,25
AdamGlass44,10/15/2017 19:32,0,1,son aidan inspired movie made lego custom,@scottlobdell @UniversalHorror @DCComics,,9.19708e+17,0.4939,0.0,0.348,0.652,PP,25
EvanZVlogs,10/15/2017 19:32,0,0,happppppyyyy death day happppy death happy death day dearrrr happpy death day toooooooooooooooooooooooo,@xPirazz,,9.19708e+17,-0.9169,0.571,0.136,0.293,Neg,25
FresnoRanchNews,10/15/2017 19:32,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg,25
walkinglint,10/15/2017 19:32,0,0,box happy death day crushes runner million,,,9.19707e+17,-0.4767,0.469,0.255,0.276,Neg,25
ReedleyAreaNews,10/15/2017 19:32,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg,25
charlotte4life1,10/15/2017 19:31,0,1,alright time go watch happy death day,,,9.19707e+17,0.2023,0.287,0.419,0.294,PP,25
Krisiaelena,10/15/2017 19:31,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,9.19707e+17,-0.5994,0.415,0.202,0.383,Neg,25
GBeeniiie,10/15/2017 19:31,0,2,hyped see happy death day right reviews bad concept seems dope,,,9.19707e+17,-0.5719,0.387,0.194,0.419,Neg,25
stylishgirls7,10/15/2017 19:30,0,0,happy death day box horror continues totally kill,,,9.19707e+17,-0.8718,0.621,0.182,0.197,Neg,25
samanthaaxoxoo,10/15/2017 19:30,1,1,happy death day wack,,,9.19707e+17,-0.0516,0.406,0.385,0.208,NN,25
InterestingOBN,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP,25
Londied39,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP,25
OpeningDayNFL,10/15/2017 19:30,0,0,happy death day open top spots,,,9.19707e+17,0.1531,0.315,0.444,0.242,PP,25
mollyjo4090,10/15/2017 19:30,0,1,watched tonight,,,9.19707e+17,0.0,0.0,0.0,1.0,NN,25
MarionMegaplex,10/15/2017 19:30,0,0,like groundhog day producer get see happy death day get,,,9.19707e+17,0.3182,0.228,0.363,0.409,PP,25
ActionNewsNow,10/15/2017 19:30,1,1,happy death day celebrating first place finish box office,,,9.19707e+17,0.5423,0.225,0.428,0.347,PP,25
ElSoldeSnJuan,10/15/2017 19:30,0,0,destrona blade runner en taquillas de eu,@UniversalHorror,#Espect,9.19707e+17,0.0,0.0,0.0,1.0,NN,25
Mileniohey,10/15/2017 19:30,3,8,happy death day desplaza en taquilla,,#BladeRuner2049,9.19707e+17,-0.0516,0.336,0.319,0.345,NN,25
SheriCowan,10/15/2017 19:29,0,1,young audiences flock happy death day,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN,25
lsuboi91,10/15/2017 19:29,0,0,happy death day movie pretty,,,9.19707e+17,0.4588,0.305,0.539,0.156,PP,25
lil_hoste,10/15/2017 19:29,5,22,want see happy death day bad,,,9.19707e+17,-0.5267,0.514,0.347,0.139,Neg,25
lsuboi91,10/15/2017 19:29,0,0,got done watching happy death day,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN,25
skylar_allyse,10/15/2017 19:29,0,3,someone want take date see happy death day,,,9.19707e+17,0.0258,0.281,0.36,0.36,NN,25
bonan_thiago,10/15/2017 19:29,0,3,maybe perfect movie ever seen love much fun watching,,#HappyDeathDay #HappyDeathDayMovie,9.19707e+17,0.9042,0.0,0.651,0.349,PP,25
FresnoNewsCtr,10/15/2017 19:29,0,0,happy death day scares box office,,,9.19707e+17,-0.3818,0.485,0.285,0.231,Neg,25
GettysburgiBook,10/15/2017 19:29,0,0,comedia de horror happy death day domina la taquilla norteamericana,,,9.19707e+17,-0.5994,0.415,0.202,0.383,Neg,25
lyddamn,10/15/2017 19:29,0,2,wanna see happy death day,,,9.19707e+17,-0.0516,0.368,0.349,0.283,NN,25
GreatUsername98,10/15/2017 19:29,0,0,getting much formula done,,#HappyDeathDay,9.19707e+17,0.0,0.0,0.0,1.0,NN,25
FilmCocktails,10/15/2017 19:28,0,0,one oyster reviews happy death day check latest,,,9.19707e+17,-0.0516,0.287,0.272,0.441,NN,25
kevincprimo,10/15/2017 19:28,0,0,gostei de um morte te happy death day,@YouTube,,9.19707e+17,-0.0516,0.287,0.272,0.441,NN,25
BrendaArenas182,10/15/2017 19:28,3,6,trying see happy death day,,,9.19707e+17,-0.0516,0.368,0.349,0.283,NN,25
Z1073,10/15/2017 19:28,0,1,anyone see happy death day ruled,,,9.19707e+17,-0.0516,0.336,0.319,0.345,NN,25
i_got_spirit,10/15/2017 19:28,0,1,end expected enjoyed thriller,,#HappyDeathDay,9.19707e+17,0.5719,0.0,0.701,0.299,PP,25
_loriisilvaa_,10/15/2017 19:28,0,0,queria assistir happy death day mas ngm que ir cmg,,,9.19707e+17,-0.0516,0.25,0.237,0.513,NN,25
SahafahFan,10/15/2017 19:28,0,0,happy death day,,,9.19707e+17,-0.0516,0.453,0.43,0.116,NN,25
MeganClontz17,10/15/2017 19:28,0,0,saw happy death day good movie,,,9.19707e+17,0.4019,0.289,0.489,0.222,PP,25
TifffanyParker,10/15/2017 19:28,0,0,happy death day pretttyyy made realize like yikes relate bit much better tone bitchiness,,,9.19706e+17,0.1531,0.293,0.355,0.352,PP,25
joshuazhorowitz,10/15/2017 19:27,0,0,review happy death day,@letterboxd,,9.19706e+17,-0.0516,0.406,0.385,0.208,NN,25
MaverickTenSays,10/15/2017 19:27,0,0,main character happy death day named tree btw stupid,,,9.19706e+17,-0.5574,0.429,0.218,0.353,Neg,25
teofilorf,10/15/2017 19:27,0,0,gostei de um morte te happy death day,@YouTube,,9.19706e+17,-0.0516,0.287,0.272,0.441,NN,25
PuggyThe,10/15/2017 19:27,0,0,saw happy death day,,,9.19706e+17,-0.0516,0.406,0.385,0.208,NN,25
Tha_Shermanator,10/15/2017 19:26,1,0,happy death day good movie,,,9.19706e+17,0.4019,0.312,0.528,0.16,PP,25
Karlaaa28,10/15/2017 19:26,0,2,kind want go watch happy death day,,,9.19706e+17,0.5423,0.255,0.549,0.196,PP,25
HOLDENLUVSTESSA,10/15/2017 19:26,0,1,watched happy death day wanted die whole,,,9.19706e+17,-0.6249,0.503,0.239,0.258,Neg,25
SalaDePrensa_MX,10/15/2017 19:26,0,0,happy death day arrebata primer lugar de taquilla publimetro,,#Espectaculos,9.19706e+17,-0.0516,0.267,0.253,0.479,NN,25
jardynn_,10/15/2017 19:26,8,0,want see happy death day,,,9.19706e+17,0.0258,0.358,0.459,0.183,NN,25
Ivan226622,10/15/2017 19:25,0,0,happy death day crushes runner news,,,9.19706e+17,-0.4767,0.504,0.274,0.222,Neg,25
rachelnuri,10/15/2017 19:25,0,1,happy death day surprisingly super entertaining,,,9.19706e+17,0.8316,0.222,0.722,0.057,PP,25
basically_katie,10/15/2017 19:25,13,11,wanna go see happy death day bad,,,9.19706e+17,-0.5719,0.49,0.245,0.265,Neg,25
Journeys_Film,10/15/2017 19:24,0,4,bestie sitting happy death day,@UniversalHorror,,9.19706e+17,-0.0516,0.368,0.349,0.283,NN,25
shamelesshoee,10/15/2017 19:24,4,2,wanna go see happy death day,,,9.19706e+17,-0.0516,0.336,0.319,0.345,NN,25
lifeofefrain,10/15/2017 19:24,0,0,happy death day actually good movie,,,9.19706e+17,0.4019,0.289,0.489,0.222,PP,25
ParkerJYoung,10/15/2017 19:24,0,1,predicted killer happy death day within minutes seeing,,,9.19706e+17,-0.6705,0.485,0.219,0.296,Neg,25
ABENEVIN,10/15/2017 19:24,0,2,go see happy death day,,,9.19706e+17,-0.0516,0.368,0.349,0.283,NN,25
alittlehell,10/15/2017 19:24,0,0,hopefully happy death day good get read plot wikipedia sucks,,,9.19706e+17,0.4404,0.309,0.449,0.242,PP,25
theflynews,10/15/2017 19:24,7,1,box office happy death day wins weekend twx cmcsa cmcsk sne fox foxa dis,,,9.19705e+17,0.5423,0.175,0.332,0.493,PP,25
Newsstand_,10/15/2017 19:23,0,0,happy death day arrebata primer lugar de taquilla publimetro,,,9.19705e+17,-0.0516,0.267,0.253,0.479,NN,25
lucienobiblio10,10/15/2017 19:23,0,0,gostei de um morte te happy death day,@YouTube,,9.19705e+17,-0.0516,0.287,0.272,0.441,NN,25
HannaPomplun,10/15/2017 19:23,1,13,someone go see happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN,25
TDK11_,10/15/2017 19:23,0,0,happy death day funny,,,9.19705e+17,0.4019,0.339,0.574,0.087,PP,25
media_riau,10/15/2017 19:23,0,0,review film happy death day,,,9.19705e+17,-0.0516,0.368,0.349,0.283,NN,25
saannndi,10/15/2017 19:22,0,6,someone go watch happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN,25
_NicoleRoseee,10/15/2017 19:22,0,0,wonder happy death day good,,,9.19705e+17,0.4019,0.312,0.528,0.16,PP,25
danielalmutis,10/15/2017 19:22,0,13,happy death day good shit wanting detective ass shit none fake hating bitches r low u kill,,,9.19705e+17,-0.8125,0.53,0.371,0.099,Neg,25
myrandamn,10/15/2017 19:22,2,6,wait need see happy death day,,,9.19705e+17,-0.0516,0.336,0.319,0.345,NN,25
Jaquearao,10/15/2017 19:22,0,3,happy death day nova rj,@Kinoplex @aryguilherme1 @joaosaturnino97 @hgdiasazev,,9.19705e+17,-0.0516,0.368,0.349,0.283,NN,25
WLTX,10/15/2017 19:22,0,1,happy death day,,#HappyDeathDay,9.19705e+17,-0.0516,0.453,0.43,0.116,NN,25
___idi,10/15/2017 19:21,0,0,wait already say trash happy death day,,,9.19705e+17,-0.0516,0.31,0.294,0.397,NN,25
malloryz11,10/15/2017 19:21,0,2,review happy death day fucking awful could make better movie backyard iphone,,,9.19705e+17,-0.1513,0.33,0.303,0.367,Neg,25
