username,date,retweets,favorites,text,mentions,hashtags,id,Compound_Score,Negative_Score,Positive_Score,Neutral_Score,Indicator,GT
_jgsanjuan,10/18/2017 19:34,0,8,happy death day bukas ples,,,9.20795e+17,-0.0516,0.368,0.349,0.283,NN,44
thefilmpoll,10/18/2017 19:33,1,0,top,,#film #boxoffice #Boo2 #TylerPerry #Geostorm #HappyDeathDay #blumhouse #TheSnowman #MichaelFassbender #poll,9.20795e+17,0.2023,0.0,1.0,0.0,PP,44
JimmFORCE,10/18/2017 19:33,1,6,new video happy death day review,,,9.20795e+17,-0.0516,0.336,0.319,0.345,NN,44
leoopedro69,10/18/2017 19:33,0,1,happy death day ao cinema muitoooooo fixe este filme,,,9.20795e+17,-0.0516,0.267,0.253,0.479,NN,44
EnricoDiazBernu,10/18/2017 19:32,0,0,la misma vida una otra happy death day,@YouTube,,9.20795e+17,-0.0516,0.287,0.272,0.441,NN,44
Jennie_Jayne,10/18/2017 19:32,0,1,saw happy death day today spookd,,,9.20795e+17,-0.0516,0.336,0.319,0.345,NN,44
_nessiee04,10/18/2017 19:32,0,3,carter watched happy death day said trust roommate bc eyebrows,,,9.20795e+17,0.4767,0.218,0.391,0.391,PP,44
Yazming_11,10/18/2017 19:31,1,0,want go see happy death day dumb movie pretty sad,,,9.20794e+17,-0.4767,0.458,0.364,0.178,Neg,44
JaneLove_,10/18/2017 19:30,0,0,saw happy death day wtf,,,9.20794e+17,-0.6124,0.575,0.276,0.149,Neg,44
afobar,10/18/2017 19:30,0,0,happy death day positive main boy live poster wall pic roddy piper,,,9.20794e+17,0.5267,0.193,0.361,0.446,PP,44
DaveFuentes5,10/18/2017 19:30,0,0,watching happy death day marcus orland park cinema,,,9.20794e+17,-0.0516,0.287,0.272,0.441,NN,44
dylan_gammon,10/18/2017 19:28,0,9,anyone want see happy death day,,,9.20794e+17,0.0258,0.328,0.42,0.252,NN,44
TheLeonaro,10/18/2017 19:27,1,0,kind want see happy death day,,,9.20793e+17,0.5423,0.273,0.587,0.14,PP,44
buwayahman,10/18/2017 19:26,0,0,saw happy death day last silly ridiculous highly recommended mindless,,,9.20793e+17,-0.5698,0.468,0.337,0.195,Neg,44
beer_mat_movies,10/18/2017 19:26,0,1,managed get happy death day paid money,,,9.20793e+17,-0.0516,0.31,0.294,0.397,NN,44
berimbauhero,10/18/2017 19:26,0,0,se forem ver happy death day chama vlwflw,,,9.20793e+17,-0.0516,0.287,0.272,0.441,NN,44
michael_myersx0,10/18/2017 19:25,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,9.20793e+17,0.296,0.205,0.321,0.474,PP,44
DustinCelestine,10/18/2017 19:25,0,0,boredom struck saw happy death day last expecting cheesy seasonal actually really good,,,9.20793e+17,-0.079,0.355,0.298,0.346,Neg,44
IslandBadGyaal,10/18/2017 19:24,6,1,happy death day good expecting something really see,,,9.20793e+17,0.4019,0.252,0.426,0.323,PP,44
J_Kayyyyy,10/18/2017 19:24,0,0,want see happy death day bad,,,9.20793e+17,-0.5267,0.514,0.347,0.139,Neg,44
Leslie_Rachan,10/18/2017 19:23,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,9.20793e+17,0.296,0.205,0.321,0.474,PP,44
VannieCole,10/18/2017 19:23,0,1,need see happy death day everyone saying good,,,9.20792e+17,0.4019,0.252,0.426,0.323,PP,44
Swilliky,10/18/2017 19:23,0,0,movie happy death day,,#HappyDeathDay #MovieReview #Horror,9.20792e+17,-0.0516,0.406,0.385,0.208,NN,44
rrooossssiiiee,10/18/2017 19:23,0,5,wanna see happy death day,,,9.20792e+17,-0.0516,0.368,0.349,0.283,NN,44
kennnneddyyy,10/18/2017 19:22,0,2,poop watching happy death day,,,9.20792e+17,-0.0516,0.368,0.349,0.283,NN,44
sippyrcup,10/18/2017 19:22,0,0,happy death day eu fazendo,,,9.20792e+17,-0.0516,0.368,0.349,0.283,NN,44
CawkieBoiMMA,10/18/2017 19:21,0,1,girls dragging see ugghh,,#HappyDeathDay,9.20792e+17,0.0,0.0,0.0,1.0,NN,44
laurennicoleex,10/18/2017 19:21,0,1,refuse go see happy death day ads play nonstop spotify,,,9.20792e+17,0.0,0.335,0.335,0.33,NN,44
talissatan_,10/18/2017 19:20,0,0,happy death day pa,@cinepolisbrasil,,9.20792e+17,-0.0516,0.406,0.385,0.208,NN,44
feeqanadia,10/18/2017 19:20,0,1,nnt nk try happy death day plak,,,9.20792e+17,-0.0516,0.31,0.294,0.397,NN,44
charlotte4life1,10/18/2017 19:20,0,0,watching happy death day know favorite actress,@jessica_rothe,,9.20792e+17,0.4215,0.267,0.459,0.274,PP,44
AdamR38,10/18/2017 19:19,0,4,main character happy death day named tree,,,9.20791e+17,-0.0516,0.31,0.294,0.397,NN,44
Exhibit__J,10/18/2017 19:19,0,0,want something fun different still wanna go movies see happy death day,,,9.20791e+17,0.5267,0.193,0.411,0.396,PP,44
Exhibit__J,10/18/2017 19:17,0,0,tryna go see happy death day,,,9.20791e+17,-0.0516,0.336,0.319,0.345,NN,44
WeAreSecondU,10/18/2017 19:16,1,1,happy death day second union via,@WeAreSecondU,,9.20791e+17,-0.0516,0.336,0.319,0.345,NN,44
_InkMyThoughts,10/18/2017 19:16,0,1,sooo yeah movie happy death day,,,9.20791e+17,0.25,0.305,0.461,0.234,PP,44
w_stratter,10/18/2017 19:15,0,0,head see catch later,,#HappyDeathDay,9.2079e+17,0.0,0.0,0.0,1.0,NN,44
EternalGamma,10/18/2017 19:15,0,0,date night watching happy death day star theatre gratiot,,,9.2079e+17,-0.0516,0.267,0.253,0.479,NN,44
hugmeloxx,10/18/2017 19:13,0,0,watched happy death day,@MahoganyLOX,,9.2079e+17,-0.0516,0.406,0.385,0.208,NN,44
BORReport,10/18/2017 19:13,0,0,daily box office report october,,#BoxOffice #BladeRunner2049 #HappyDeathDay #TheForeigner,9.2079e+17,0.0,0.0,0.0,1.0,NN,44
heysweetpeach,10/18/2017 19:12,0,1,family movie night love first despiscable next happy death day,,,9.2079e+17,0.6124,0.207,0.42,0.372,PP,44
hm_pufnstuf,10/18/2017 19:11,0,2,props happy death day fun horror movie take,,,9.20789e+17,-0.1531,0.409,0.376,0.215,Neg,44
viewoverhere,10/18/2017 19:10,0,0,watching happy death day rave cinemas baldwin hills crenshaw plaza,,,9.20789e+17,-0.0516,0.25,0.237,0.513,NN,44
Laura88Lee,10/18/2017 19:08,61,1281,also kinda loved happy death day,,,9.20789e+17,0.5255,0.266,0.514,0.22,PP,44
RhinosandAliens,10/18/2017 19:06,0,0,continues exceed expectations continues fall short,,#HappyDeathDay #BladeRunner2049,9.20788e+17,0.0,0.0,0.0,1.0,NN,44
irenv_,10/18/2017 19:06,8,0,quiero ver happy death day quiero cine e e,,,9.20788e+17,-0.0516,0.31,0.294,0.397,NN,44
NovaKorpov,10/18/2017 19:06,0,0,knew nothing going happy death day great mean girls groundhog day scream,,,9.20788e+17,0.3711,0.272,0.346,0.382,PP,44
clipsonlinetv,10/18/2017 19:04,0,0,young audiences flock happy death day new york times new york times,,#Movies #Film,9.20788e+17,-0.0516,0.222,0.21,0.568,NN,44
Alaa_foox,10/18/2017 19:03,1,2,happy death day groundhog,,,9.20787e+17,-0.0516,0.406,0.385,0.208,NN,44
Kellyxo_13,10/18/2017 19:01,0,0,happy death day red robin mama kayla babbe,,,9.20787e+17,-0.0516,0.287,0.272,0.441,NN,44
aldhea_bhem,10/18/2017 19:01,4,6,seven bad genius happy death day tooo muuucccchh best moviessss,,,9.20787e+17,0.128,0.347,0.371,0.282,PP,44
Jake_Whyman,10/18/2017 19:00,2,9,saw happy death day morbid hoping bill murray revealed masked killer entire,,,9.20787e+17,-0.4019,0.361,0.286,0.352,Neg,44
kitimientertai1,10/18/2017 19:00,0,0,happy death day recycles comedy classic horror longview,,,9.20787e+17,-0.34,0.427,0.348,0.225,Neg,44
YSN_KENT,10/18/2017 19:00,0,0,happy death day still nah,,,9.20787e+17,-0.1531,0.482,0.336,0.182,Neg,44
ale0092001,10/18/2017 18:57,0,1,ha gustado un de la misma vida una otra happy death day,@YouTube,,9.20786e+17,0.296,0.205,0.321,0.474,PP,44
moviebucom2,10/18/2017 18:57,0,0,happy death day,,,9.20786e+17,-0.0516,0.453,0.43,0.116,NN,44
sonofabish_33,10/18/2017 18:57,0,1,seeing lot negativity around happy death day recently throwing positivity forking awesome,,,9.20786e+17,0.5994,0.285,0.439,0.277,PP,44
Shyanne_Alysha,10/18/2017 18:55,0,0,anyone seen happy death day friend wanna wants go let,,,9.20786e+17,0.4588,0.219,0.388,0.393,PP,44
jessamhainne,10/18/2017 18:55,0,0,yung feeling na ayaw niya manood ng happy death day kahapon kase onti lng nanonood hahaha takot siya oh kaya,,,9.20785e+17,0.5994,0.136,0.307,0.557,PP,44
irenebooksfan,10/18/2017 18:54,0,0,loved loved great movie cant wait see amazing job cast,@UniversalHorror,#HappyDeathDay,9.20785e+17,0.8698,0.146,0.567,0.286,PP,44
SYMPHONIC_ROCK,10/18/2017 18:53,0,1,seen happy death day,@TheDeadDeads,,9.20785e+17,-0.0516,0.406,0.385,0.208,NN,44
stfuivory,10/18/2017 18:53,1,3,really want see happy death day,,,9.20785e+17,0.1672,0.313,0.446,0.241,PP,44
Chaconiaa,10/18/2017 18:53,0,0,going see happy death day wit boo tomorrow cannot wait,,,9.20785e+17,-0.0516,0.25,0.237,0.513,NN,44
HannahEmily99,10/18/2017 18:52,2,6,still seen happy death day fine fine,,,9.20785e+17,0.34,0.275,0.514,0.211,PP,44
nalpamplona,10/18/2017 18:52,0,0,esse filme de happy death day,@Cin @cinepolisbrasil,,9.20785e+17,-0.0516,0.336,0.319,0.345,NN,44
labbla11,10/18/2017 18:51,0,1,happy death day best,,,9.20785e+17,0.6124,0.305,0.617,0.078,PP,44
BlueHighwind,10/18/2017 18:51,1,3,stuck day always poop time every always kind,,#HappyDeathDay,9.20784e+17,0.34,0.175,0.298,0.526,PP,44
c0v3rmyrainb0w,10/18/2017 18:51,0,0,liked video happy death day ending explained,@YouTube,,9.20784e+17,0.3818,0.271,0.451,0.278,PP,44
ChrisAnciso_,10/18/2017 18:48,0,1,saw happy death day hunny whole theatre,,,9.20784e+17,-0.0516,0.31,0.294,0.397,NN,44
artistic_jgil,10/18/2017 18:48,0,0,decided going killer happy death day vetoed bloody,,,9.20784e+17,-0.8126,0.59,0.197,0.213,Neg,44
Landrau_97,10/18/2017 18:47,0,0,happy death day,,,9.20783e+17,-0.0516,0.453,0.43,0.116,NN,44
BrianWCollins,10/18/2017 18:46,0,9,wow one made observation happy death day character notes,,,9.20783e+17,0.5574,0.224,0.431,0.345,PP,44
charissemarie,10/18/2017 18:46,0,0,happy death day far exceeds initial budget next jessica rothe,,,9.20783e+17,-0.0516,0.25,0.237,0.513,NN,44
SMicheliz,10/18/2017 18:46,0,0,happy death day estaba tan wow,,,9.20783e+17,0.5574,0.271,0.521,0.208,PP,44
iamkingcar,10/18/2017 18:45,1,4,want see happy death day,,,9.20783e+17,0.0258,0.358,0.459,0.183,NN,44
ChristyBrooks_,10/18/2017 18:44,0,0,happy death day made mad end,,,9.20783e+17,-0.5267,0.514,0.268,0.217,Neg,44
_Londaaa_,10/18/2017 18:44,0,1,wish relive life like girl happy death day like relived lol,,,9.20783e+17,0.8519,0.169,0.615,0.216,PP,44
sydneeesmith,10/18/2017 18:44,0,2,check review happy death day,,,9.20783e+17,-0.0516,0.368,0.349,0.283,NN,44
lukeceviche,10/18/2017 18:44,0,0,hoy voy ver happy death day es mi happy death day porque entregan mis notas ahre,,,9.20783e+17,-0.1027,0.287,0.272,0.441,Neg,44
swalowmeonspitr,10/18/2017 18:43,0,1,taking c happy death day,,,9.20783e+17,-0.0516,0.406,0.385,0.208,NN,44
mayxamartin,10/18/2017 18:43,0,1,want watch happy death day,,,9.20782e+17,0.0258,0.358,0.459,0.183,NN,44
MasonC661,10/18/2017 18:42,2,9,seen happy death day,,,9.20782e+17,-0.0516,0.406,0.385,0.208,NN,44
pewlie,10/18/2017 18:42,0,0,israel like two pics happy death day google go pause screen cap,,,9.20782e+17,0.3182,0.204,0.325,0.471,PP,44
Trollzous,10/18/2017 18:41,6,175,movie happy death day supposed ironic horror comedy lost trailer,,,9.20782e+17,-0.6369,0.528,0.287,0.185,Neg,44
mvdxson,10/18/2017 18:41,0,0,happy death day goooooood,,,9.20782e+17,-0.0516,0.406,0.385,0.208,NN,44
LastBowCelebs,10/18/2017 18:40,0,0,happy death day far exceeds initial budget next jessica rothe,,#LastBow,9.20782e+17,-0.0516,0.25,0.237,0.513,NN,44
aralogyyy,10/18/2017 18:40,0,1,nood tayong,,#HappyDeathDay,9.20782e+17,0.0,0.0,0.0,1.0,NN,44
ezegamer02,10/18/2017 18:40,0,0,ha gustado un de la misma vida una otra happy death day,@YouTube,,9.20782e+17,0.296,0.205,0.321,0.474,PP,44
zoeisaprincess,10/18/2017 18:39,0,1,kinda wanna see happy death day,,,9.20781e+17,-0.1189,0.344,0.303,0.353,Neg,44
lalisataes,10/18/2017 18:39,0,0,okay character development happy death day,,,9.20781e+17,0.1779,0.312,0.448,0.24,PP,44
paolavvictoria,10/18/2017 18:38,0,0,quiero ver happy death day,,,9.20781e+17,-0.0516,0.368,0.349,0.283,NN,44
modmove,10/18/2017 18:38,0,0,neutral,,#HappyDeathDay #moviereview #brisbanecinema,9.20781e+17,0.0,0.0,0.0,1.0,NN,44
RalphOficial,10/18/2017 18:35,0,1,gracias ya vi un thriller interesante divertido,@UniversalMX,#HappyDeathDay,9.20781e+17,0.1027,0.0,0.189,0.811,PP,44
Leilanix____,10/18/2017 18:33,0,0,happy death day worth going,,,9.2078e+17,0.1779,0.339,0.487,0.174,PP,44
AndreSweatshirt,10/18/2017 18:33,1,7,um tryin watch happy death day,,,9.2078e+17,-0.0516,0.336,0.319,0.345,NN,44
offee41,10/18/2017 18:32,0,8,wanna go see happy death day,,,9.2078e+17,-0.0516,0.336,0.319,0.345,NN,44
parkerrudolph02,10/18/2017 18:31,0,2,anyone seen happy death day go see day repeats could trip,,,9.20779e+17,-0.0516,0.235,0.223,0.542,NN,44
danielxmeyers,10/18/2017 18:30,0,0,happy death day mountain us r must sees,,,9.20779e+17,-0.0516,0.31,0.294,0.397,NN,44
ontheNthday,10/18/2017 18:30,0,0,god created happy death day,,,9.20779e+17,0.4404,0.307,0.614,0.079,PP,44
largekfcbucket,10/18/2017 18:29,0,1,watched enjoyed happy death day please block,,,9.20779e+17,0.3612,0.376,0.514,0.11,PP,44
ssskyyy_,10/18/2017 18:29,0,4,someone see happy death day,,,9.20779e+17,-0.0516,0.368,0.349,0.283,NN,44
rhirhipeach86,10/18/2017 18:28,0,1,gotta see,,#HappyDeathDay,9.20779e+17,0.0,0.0,0.0,1.0,NN,44
ScreenFellas,10/18/2017 18:27,3,1,new ep review recap premiere,,#HappyDeathDay #TheForeigner #StarWarsRebels #episodeGuid,9.20778e+17,0.0,0.0,0.0,1.0,NN,44
alyshiahkay,10/18/2017 18:27,0,0,taking ben see happy death day birthday,,,9.20778e+17,-0.0516,0.31,0.294,0.397,NN,44
rheannalaroe,10/18/2017 18:27,0,0,happy death day bad movie,,,9.20778e+17,-0.5719,0.565,0.282,0.153,Neg,44
Robbie_Cockayne,10/18/2017 18:26,0,2,happy death day comes cinemas brill,,,9.20778e+17,-0.0516,0.336,0.319,0.345,NN,44
ClassySnobbb,10/18/2017 18:26,0,0,gonna see gonna see great,@MountainBetween,#HappyDeathDay,9.20778e+17,0.6249,0.0,0.506,0.494,PP,44
CinemaHorror,10/18/2017 18:25,0,0,happy death day tv spot playing,,,9.20778e+17,0.1531,0.315,0.444,0.242,PP,44
TheBoxOfficeGuy,10/18/2017 18:25,0,0,tue,,#BladeRunner2049 #HappyDeathDay #Foreigner #MountainBetweenUs #AmericanMade #Kingsman #It,9.20778e+17,0.0,0.0,0.0,1.0,NN,44
yatosclub,10/18/2017 18:25,0,1,ooooo misunderstood say yeah happy death day waste time nd,,,9.20778e+17,-0.4939,0.455,0.295,0.25,Neg,44
_IronGentleman,10/18/2017 18:24,0,1,really enjoyed part going avoid happy death day since said pode ser vezes,,,9.20778e+17,0.2944,0.272,0.326,0.402,PP,44
Taidon,10/18/2017 18:24,0,0,retweeted box office mojo tuesday,@boxofficemojo @BladeRunner,#BoxOffice #HappyDeathDay,9.20778e+17,0.0,0.0,0.0,1.0,NN,44
_Baby_Bear88,10/18/2017 18:23,0,1,pretty good,,#HappyDeathDay,9.20777e+17,0.7269,0.0,1.0,0.0,PP,44
ratedluis1,10/18/2017 18:23,0,0,un video de la misma vida una otra happy death day,@YouTube,,9.20777e+17,-0.0516,0.235,0.223,0.542,NN,44
ahmedaiman9999,10/18/2017 18:20,0,0,happy death day movie review,@YouTube,,9.20777e+17,-0.0516,0.368,0.349,0.283,NN,44
ItsJaimeHere,10/18/2017 18:19,0,3,liked happy death day last minutes,,,9.20776e+17,0.3818,0.291,0.485,0.224,PP,44
FaithLndn,10/18/2017 18:19,0,0,another movie marathon saturday ilford,,#Geostorm #HappyDeathDay #Cieworld #EastLondon,9.20776e+17,0.0,0.0,0.0,1.0,NN,44
Daddy_Layno,10/18/2017 18:19,0,1,happy death day wack,,,9.20776e+17,-0.0516,0.406,0.385,0.208,NN,44
cue_movie,10/18/2017 18:17,0,2,happy death day,,#movie #,9.20776e+17,-0.0516,0.453,0.43,0.116,NN,44
FB_BMB,10/18/2017 18:17,0,2,bad moms bad moms happy death day home suburbicon,,,9.20776e+17,-0.802,0.556,0.189,0.255,Neg,44
kceulogio,10/18/2017 18:17,0,0,happy death day naman sana kaso,,,9.20776e+17,-0.0516,0.336,0.319,0.345,NN,44
theodorekerekes,10/18/2017 18:17,0,0,movie saw today theatres,@shareamc @AMC,#happydeathday,9.20776e+17,0.0,0.0,0.0,1.0,NN,44
CineastasMx,10/18/2017 18:15,0,0,te puedes perder de la cinta de que el de,@UniversalMX,#HappyDeathDay,9.20775e+17,0.0,0.0,0.0,1.0,NN,44
arthurwyatt,10/18/2017 18:15,0,0,seen happy death day looks,,,9.20775e+17,-0.0516,0.368,0.349,0.283,NN,44
HorrorHello,10/18/2017 18:15,0,0,happy death day horror film rarely takes seriously via,@movyseeker31,,9.20775e+17,-0.5239,0.427,0.293,0.281,Neg,44
cyellaw,10/18/2017 18:15,0,2,need someone go watch happy death day,,,9.20775e+17,-0.0516,0.31,0.294,0.397,NN,44
ceeetv,10/18/2017 18:14,0,1,completely forgot saw happy death day,,,9.20775e+17,0.0164,0.329,0.334,0.337,NN,44
puyalluppost,10/18/2017 18:14,0,2,happy death day flick snagged number one box office last check,,,9.20775e+17,0.0258,0.231,0.296,0.473,NN,44
neurowillbe,10/18/2017 18:14,0,0,happy death day,,,9.20775e+17,-0.0516,0.453,0.43,0.116,NN,44
twitte1686,10/18/2017 18:13,0,0,happy death day,@MTDb,,9.20775e+17,-0.0516,0.453,0.43,0.116,NN,44
riansyaprawi,10/18/2017 18:12,0,0,holy sheeeeyyyyt happy death day da keluar kat wayang,,,9.20775e+17,-0.0516,0.267,0.253,0.479,NN,44
mileysputaa,10/18/2017 18:12,0,0,happy death day looks horrible,@me,,9.20775e+17,-0.5719,0.565,0.282,0.153,Neg,44
SocialnnFilm_TV,10/18/2017 18:12,0,0,far happy death day excelled audience reviews box,,,9.20774e+17,0.4588,0.247,0.437,0.316,PP,44
mellyxiii,10/18/2017 18:11,0,1,happy death day,,,9.20774e+17,-0.0516,0.453,0.43,0.116,NN,44
ediefalcos,10/18/2017 18:09,0,2,halloween weeks happy death day came birthday weeks happy dea,,,9.20774e+17,0.5423,0.213,0.404,0.383,PP,44
kaileysheppard,10/18/2017 18:09,0,3,wants go see happy death day,,,9.20774e+17,-0.0516,0.336,0.319,0.345,NN,44
AoifPom,10/18/2017 18:09,1,9,always fun partnering guys team,@CorksRedFM @omniplexcork,#thanks #happydeathday,9.20774e+17,0.5106,0.0,0.452,0.548,PP,44
yatosclub,10/18/2017 18:09,0,1,cuz friends havent wanted see movie yet ajshjs watched happy death day yesterday trash,,,9.20774e+17,0.4404,0.18,0.313,0.507,PP,44
_viniciusmreis,10/18/2017 18:09,0,0,cinemark happy death day ba,,,9.20774e+17,-0.0516,0.368,0.349,0.283,NN,44
ludaiza_drrms,10/18/2017 18:07,0,1,happy death day everyone,,,9.20773e+17,-0.0516,0.406,0.385,0.208,NN,44
boxofficemojo,10/18/2017 18:06,37,75,tuesday,@BladeRunner @ForeignerMovie,#BoxOffice #HappyDeathDay,9.20773e+17,0.0,0.0,0.0,1.0,NN,44
lebron_franciis,10/18/2017 18:04,0,1,el que te diga que happy death day buena te miente tiene sendo plot hole,,,9.20773e+17,-0.0516,0.189,0.18,0.631,NN,44
isluna95,10/18/2017 18:04,3,2,wanna go movies watch happy death day lol,,,9.20773e+17,0.3818,0.253,0.422,0.325,PP,44
AnnaGoss97,10/18/2017 18:04,0,4,frat party night,@Darragh_McCabe,#HappyDeathDay,9.20773e+17,0.4019,0.0,0.574,0.426,PP,44
_krystalannette,10/18/2017 18:03,0,1,happy death day bueeena,,,9.20772e+17,-0.0516,0.406,0.385,0.208,NN,44
MSABrownn,10/18/2017 18:03,0,0,liked video happy death day plot points made say,@YouTube,,9.20772e+17,0.3818,0.238,0.396,0.366,PP,44
MSABrownn,10/18/2017 18:03,0,0,happy death day plot points made say via,@YouTube,,9.20772e+17,-0.0516,0.287,0.272,0.441,NN,44
