body,date,retweets,favorites,mentions,hashtags,geo
#deadpool ending spoiler alert.. I loved the movie but I don't think it was a good idea to take… https://www. instagram.com/p/BCEGtx2yCnP/,2016-02-21 16:54:46,0,0,,#deadpool,
Deadpool ! Isnt! A! Superhero! He is an anti-hero!,2016-02-21 16:54:46,0,1,,,
im supposed to see deadpool and zootopia this week!!! i cant wait!!!,2016-02-21 16:54:43,0,0,,,
¿Qué películas o libros han tenido un mayor impacto sobre ti? — Los Vengadores Deadpool Volver al futuro The Hobbit https:// l.ask.fm/igoto/45DKECPW 7B667HQMHN2IG6NM32CTZIZSQ3UL3UP7D7SLNZN62UYY2Z2MFFH4URRTKK3P2HYBJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY= …,2016-02-21 16:54:42,0,0,,,
"Ceux qui ont mon numéro , celui de moi Deadpool , vous êtes privilégier !",2016-02-21 16:54:42,0,0,,,
Otra genial review de @AgentedeMARVEL y sin SPOILERS #ganazas de #Deadpool https:// twitter.com/AgentedeMARVEL /status/701506547109797888 …,2016-02-21 16:54:42,1,9,@AgentedeMARVEL,#ganazas #Deadpool,
@housetoastonish also went to see deadpool today. A couple genuine LOL moments,2016-02-21 16:54:41,0,0,@housetoastonish,,
Deadpool war cool*^* Der wilde Sturm der hier den Keller überflutet ist eher so meh~,2016-02-21 16:54:41,0,1,,,
After waiting for years for deadpool I'm glad i wasnt dissapointed,2016-02-21 16:54:41,0,0,,,
Cine deadpool pic.twitter.com/qraJYeUllF,2016-02-21 16:54:40,0,2,,,
"However I have seen #deadpool alone, I don't think is a movie for my 16 and 13 old children. @chrisgordon1975",2016-02-21 16:54:40,0,0,@chrisgordon1975,#deadpool,
G envie d'aller voir deadpool qui viens avec moi,2016-02-21 16:54:39,0,0,,,
"- ♪ BUT EARTH, SCORCHED SCORCHED NOTHING EARTH GIVE ME THAT SCORCHED EARTH! DON'T LOOK AWAY!♬",2016-02-21 16:54:39,0,0,,,
I can never look at unicorns the same thanks to Deadpool,2016-02-21 16:54:39,0,1,,,
"' Deadpool ' dominates again with $55 million in 2nd week: 5. ""The Monkey King 2,"" $13 million. 6. ""Alvin and th... http:// binged.it/1PQuKgB",2016-02-21 16:54:38,0,0,,,
"Deadpool stays on top at box office: 6. “Alvin and the Chipmunks: The Road Chip,” $11.7 million. 7. “How to Be... http:// binged.it/1PQuPRf",2016-02-21 16:54:38,0,0,,,
@ChrisMattCook Deadpool had an idea for that: https:// m.facebook.com/DeadpoolMovieU K/photos/pb.924519827569581.-2207520000.1454947929./1078420985512797/?type=3&theater …,2016-02-21 16:54:38,1,2,@ChrisMattCook,,
"Box office: ' Deadpool ' dominates with nearly $500M worldwide: 5. ""The Monkey King 2,"" $13 million. 6. ""Alvin a... http:// binged.it/1SL8fNx",2016-02-21 16:54:37,0,0,,,
Eu poderia ter aceitado aquele convite para o cinema... só assim eu poderia assistir deadpool,2016-02-21 16:54:37,0,0,,,
#Deadpool,2016-02-21 16:54:36,2,2,,#Deadpool,
IM YELLING DEADPOOL IS THE BEST,2016-02-21 16:54:33,0,0,,,
#Deadpool pas si top que ça. Je comprends pas trop l'engouement !,2016-02-21 16:54:31,0,0,,#Deadpool,
J'ai bien kiffé deadpool c'est tout à fait mon humour,2016-02-21 16:54:29,0,0,,,
Vim assistir Deadpool e segui os conselhos da @mkarolqueiroz e fiquei até o final (no coments) kkk,2016-02-21 16:54:29,0,0,@mkarolqueiroz,,
La mejor parte de la película de DEADPOOL fue cuando me desperté y ya se había terminado.,2016-02-21 16:54:28,2,1,,,
Is deadpool good?,2016-02-21 16:54:28,0,0,,,
quiero ir a ver Deadpool por segunda vez,2016-02-21 16:54:27,0,1,,,
Nota final para deadpool : podia ter tido mais piadas,2016-02-21 16:54:26,0,1,,,
"(@Cinépolis for Deadpool in Coyoacán, México) https://www. swarmapp.com/c/ca27PRZC1Wl",2016-02-21 16:54:26,0,0,@Cin,,
Finally get to see Deadpool movie with my girl today!!,2016-02-21 16:54:26,1,0,,,
@Reverend_Luke similar situation with Deadpool .,2016-02-21 16:54:24,0,1,@Reverend_Luke,,
Finally seeing #Deadpool tonight (better late than never?),2016-02-21 16:54:24,0,1,,#Deadpool,
#deadpool Marvel Collector Corps Box Reveals A Special Form http:// bit.ly/1oVFIZb #BleedingCool #entertainment #Funko #PopVinyl,2016-02-21 16:54:23,0,1,,#deadpool #BleedingCool #entertainment #Funko #PopVinyl,
Omg so I have seen deadpool twice and jfc I want to see it again,2016-02-21 16:54:22,0,0,,,
"Really great thoughts about humor and ""untouchable"" subjects from @TheMarySue , and also Deadpool . http://www. themarysue.com/deadpool-traum a/ …",2016-02-21 16:54:22,1,0,@TheMarySue,,
There is a 10 yr old kid in front of me at Deadpool . I wonder if his family lets him stay the entire time,2016-02-21 16:54:21,0,1,,,
alguém pra ver deadpool,2016-02-21 16:54:19,0,0,,,
Yh anyways i'm still a bit shocked the guy wouldnt sell me tickets to see deadpool cos he thought i was 14.,2016-02-21 16:54:15,0,0,,,
"Box Office: ' Deadpool ' Bedevils 'Risen,' 'The Witch' With $55M http:// feedproxy.google.com/~r/thr/film/~3 /ghhVhJfMKaM/story01.htm?Oek … pic.twitter.com/lmfJczjDDo",2016-02-21 16:54:13,0,0,,,
@emmajfnn mdrrrr il ce prenne pour pour des super-héros j'peux pas avant c'était les chat/tigre maintenant c'est deadpool,2016-02-21 16:54:11,0,1,@emmajfnn,,
@Joruto_ Just show her the Bkubs deadpool comic to explain,2016-02-21 16:54:11,0,0,@Joruto_,,
"I'm at @CinemarkOficial for Deadpool in São Paulo, SP https://www. swarmapp.com/c/iWLimDWBRgj",2016-02-21 16:54:11,0,0,@CinemarkOficial,,
"Ce soir, ciné en amoureux avec #Deadpool ... et ça déchire du steak. Good job Ryan Reynolds !",2016-02-21 16:54:10,0,0,,#Deadpool,
#Deadpool https://www. instagram.com/p/BCEGp61lQs6/,2016-02-21 16:54:10,0,0,,#Deadpool,
@thecrafterspe01 @pedrocraftpe da licença q eu vou ver deadpool amanhã com a mozau,2016-02-21 16:54:09,0,0,@thecrafterspe01 @pedrocraftpe,,
"Who else hated Deadpool in X-Men Origin, I know I did",2016-02-21 16:54:09,0,0,,,
"Deadpool was way better than expected, really liked it",2016-02-21 16:54:09,0,1,,,
‘ Deadpool ’ Holds Top Spot at Box Office http:// ift.tt/1TuhNvf,2016-02-21 16:54:08,0,0,,,
Ahora todos son fan de deadpool #postureo,2016-02-21 16:54:05,0,0,,#postureo,
me: photoshops my school id to get into deadpool,2016-02-21 16:54:03,0,1,,,
‘ Deadpool ’ Holds Top Spot at Box Office http:// ift.tt/1SL7XGA,2016-02-21 16:54:02,0,0,,,
Deadpool was good,2016-02-21 16:54:01,0,1,,,
Deadpool was wonderfully self-deprecating and immature,2016-02-21 16:54:00,0,0,,,
Super excited to see deadpool with Megs and sher,2016-02-21 16:54:00,0,1,,,
‘ Deadpool ’ Holds Top Spot at Box Office http:// rss.nytimes.com/c/34625/f/6403 60/s/4dbf9492/sc/28/l/0L0Snytimes0N0C20A160C0A20C220Cbusiness0Cmedia0Cdeadpool0Eholds0Etop0Espot0Eat0Ebox0Eoffice0Bhtml0Dpartner0Frss0Gemc0Frss/story01.htm …,2016-02-21 16:53:59,0,0,,,
‘ Deadpool ’ Holds Top Spot at Box Office http:// ift.tt/1SL7XGA,2016-02-21 16:53:58,0,0,,,
"Tengo las re ganas de volver a ver deadpool , es muy buena esa película",2016-02-21 16:53:57,0,0,,,
‘ Deadpool ’ Holds Top Spot at Box Office http:// ift.tt/1SL7XGA,2016-02-21 16:53:56,0,0,,,
Gostei de um vídeo @YouTube de @viihferreiratm http:// youtu.be/EJpARq2rfR4?a Deadpool ll Player Red,2016-02-21 16:53:56,0,1,@YouTube @viihferreiratm,,
Una batalla de rap de el joker vs deadpool estaría fenomenal — Muy tipico xD https:// l.ask.fm/igoto/45DKECPW 7B667HQMHN2IG6NM2KGDTJADQP42XCN6BX62BYFIRBZZCYCPFBEM6SZ3KS2PUGKEA4YFKEQPY43OA7PQPXYKVBJAWQDVHFCJB5OTWI7UAOEDO4HRT2SPJWT2266ZQHRJ3LMH7BEEISIAKELC73PG75EP73LU3YKYYDZY2SG4A5WFRRPR6BB3L5OOYN6A==== …,2016-02-21 16:53:55,1,7,,,
#Deadpool was awesome,2016-02-21 16:53:55,0,4,,#Deadpool,
Por cierto fui a ver Deadpool y estuvo,2016-02-21 16:53:51,0,0,,,
‘ Deadpool ’ Holds Top Spot at Box Office: ‘ Deadpool ’ continued its historic run in its second week. “Kun... http:// nyti.ms/1Q3zIEG #media,2016-02-21 16:53:51,0,0,,#media,
‘ Deadpool ’ Holds Top Spot at Box Office: ‘ Deadpool ’ continued its historic run in its second week. “Kun... http:// nyti.ms/1Q3zIEG #media,2016-02-21 16:53:50,0,0,,#media,
‘ Deadpool ’ Holds Top Spot at Box Office: ‘ Deadpool ’ continued its historic run in its second week. “Kung Fu Pa... http:// nyti.ms/1Q3zGg1,2016-02-21 16:53:50,0,0,,,
Deadpool was great. Loved it. Wasn't as inappropriate as I thought but wow that was hilarious.,2016-02-21 16:53:49,0,1,,,
‘ Deadpool ’ Holds Top Spot at Box Office: ‘ Deadpool ’ continued its historic run in its second week. “Kung Fu Pa... http:// nyti.ms/1Q3zIEG,2016-02-21 16:53:49,0,0,,,
NYT Media ‘ Deadpool ’ Holds Top Spot at Box Office http:// nyti.ms/1Q3zIEz,2016-02-21 16:53:49,0,0,,,
"Anyone seen the DeadPool movie, SOOOOOO good, Im gonna watch it again with my friends in a sleepover",2016-02-21 16:53:48,0,0,,,
"No hay nada como ver Deadpool en @Cinepolis ®, por eso ya compré mis boletos http://www. cinepolis.com/pelicula/deadp ool …",2016-02-21 16:53:48,0,0,@Cinepolis,,
@JohnRadamis you better not be talking about Deadpool,2016-02-21 16:53:48,0,0,@JohnRadamis,,
eighteenbelow: scarletts: I’m very protective of Deadpool . As much as I love the idea of a crossover... http:// tmblr.co/ZsZY6x229ca_x,2016-02-21 16:53:47,0,0,,,
Really enjoyed #Deadpool (in-spite of unrealistic survival plot hole) Hilariously funny in moments & refreshing pokes fun at #Marvel formula,2016-02-21 16:53:47,1,0,,#Deadpool #Marvel,
j'ai juste envie de revoir deadpool,2016-02-21 16:53:45,0,1,,,
"""You dont need to be a hero to get a good girl, but you need a good girl to bring out the hero in you. "" - Deadpool",2016-02-21 16:53:44,0,2,,,
"NEW Link ALERT! ' DEADPOOL ' FREE2WATCH, visit http:// RightOnTVHD.com NO Sign up, No credit card, just press-n-play pic.twitter.com/DjqpULS3iF",2016-02-21 16:53:44,0,1,,,
Gostei de um vídeo @YouTube de @viihferreiratm http:// youtu.be/EJpARq2rfR4?a Deadpool ll Player Red,2016-02-21 16:53:42,0,1,@YouTube @viihferreiratm,,
Muy muy muy @##_ buena #Deadpool No se como hay gente q dice q no sirve. Pasada @akitaadames @kiddcarrillo @DannyClarkDj @anadi29,2016-02-21 16:53:41,0,1,@ @akitaadames @kiddcarrillo @DannyClarkDj @anadi29,# #_ #Deadpool,
“Move over Wolverine; Deadpool is now the top grossing X-Men film” https:// twitter.com/i/moments/7014 72879012093952 …,2016-02-21 16:53:36,0,1,,,
Deadpool was my favorite before you even knew what a Deadpool was.,2016-02-21 16:53:36,1,4,,,
"Ver Deadpool es la manera de ir al cine y no sentirte estafado por el precio de las entradas, vale cada minuto de metraje.",2016-02-21 16:53:35,0,4,,,
@StrictlySowa how was deadpool,2016-02-21 16:53:32,0,0,@StrictlySowa,,
Alguien que me lleve a vee Deadpool otra vez,2016-02-21 16:53:31,0,1,,,
"@pierrelprz pas fan boy , je suis Deadpool",2016-02-21 16:53:31,0,0,@pierrelprz,,
You know Deadpool 's good when you see it again. #HolyChimichangas #birthdayweek,2016-02-21 16:53:30,0,0,,#HolyChimichangas #birthdayweek,
Deadpool is such a good film,2016-02-21 16:53:30,0,0,,,
MEU PRIMO ACHANDO QUE DEADPOOL É NOVO FILME DO HOMEM ARANHA,2016-02-21 16:53:30,1,1,,,
Deadpool ja está no meu,2016-02-21 16:53:29,1,1,,,
Amanhã eu venho assistir o deadpool kk,2016-02-21 16:53:28,0,0,,,
// Mi hermana acaba de venir de ver Deadpool y no deja de darme envidia. Injusticia.,2016-02-21 16:53:28,0,1,,,
"Voy a ver Deadpool solo, a las 8 de la noche. Si es una mierda les voy a echar la culpa a Uds.",2016-02-21 16:53:26,0,0,,,
Deadpool,2016-02-21 16:53:26,0,0,,,
"@RhiannonDrewIt not trying to paint him as bad, just think it's time for a new visionand #Deadpool kind of backs that up.",2016-02-21 16:53:25,0,1,@RhiannonDrewIt,#Deadpool,
I need someone to go see deadpool and how to be single with me...,2016-02-21 16:53:24,0,7,,,
I would not recommend seeing DeadPool with your mom and aunt,2016-02-21 16:53:23,1,4,,,
I liked a @YouTube video http:// youtu.be/cFYDD7XqiIA?a Why Deadpool won’t be hosting SNL,2016-02-21 16:53:23,0,0,@YouTube,,
"Este martes voy a ver #Deadpool en versión original. Gracias @Cinesa . Por estas cosas pago 7,80€ sin protestar.",2016-02-21 16:53:23,1,1,@Cinesa,#Deadpool,
"Seeing #deadpool again, this time with @runreaddream and coffee and many many snacks.… https://www. instagram.com/p/BCEGkHpJ_t7/",2016-02-21 16:53:22,0,0,@runreaddream,#deadpool,
"I liked a @YouTube video from @mrsundaymovies http:// youtu.be/UTzAlCn2Kw4?a Watch DEADPOOL Deleted Scenes, Missing Characters & Jokes",2016-02-21 16:53:21,0,1,@YouTube @mrsundaymovies,,
"Demain je vais enfin voir deadpool entre potes, je vais me régaler",2016-02-21 16:53:20,0,0,,,
Ya vi o deadpool hoje,2016-02-21 16:53:20,0,0,,,
De ñoño. .. — estoy viendo Deadpool Película en Cinepolis Plaza Cumbres http:// fb.me/4a2DN21pz,2016-02-21 16:53:18,0,0,,,
"@_valiusxx a ver de Deadpool , de Darth Vader, de Khaleesi o de elfo",2016-02-21 16:53:18,0,1,@_valiusxx,,
Hear Deadpool 's Insane And Curse-Filled Reaction To SNL Hosting Rumors http:// fb.me/2e0fop7G2,2016-02-21 16:53:17,0,0,,,
I liked a @YouTube video from @youalwayswin http:// youtu.be/5hW6MiZTGTM?a DEADPOOL ZOMBIES ★ Call of Duty Zombies Mod,2016-02-21 16:53:17,0,1,@YouTube @youalwayswin,,
@thetomska Can I do the deadpool one? Please?,2016-02-21 16:53:15,0,0,@thetomska,,
"Acabei de ver deadpool , eh lecal",2016-02-21 16:53:14,0,1,,,
"Vamos a ver deadpool , yo pago las palomitas y tú las copas de después.",2016-02-21 16:53:14,0,1,,,
It's to bad your not older so father flash could have tuck you to see deadpool @barrypugallen,2016-02-21 16:53:12,0,1,@barrypugallen,,
J'ai ajouté une vidéo à une playlist @YouTube - 23. Wham! - Careless Whisper (Ending Song Form Deadpool ) http:// youtu.be/R9zNNXuNW5A?a,2016-02-21 16:53:12,0,0,@YouTube,,
@RobbyEpicsauce Have you watched Deadpool yet and did you like it? If you haven't watched it are you gonna watch it?,2016-02-21 16:53:12,0,0,@RobbyEpicsauce,,
Quiero ir a ver deadpool,2016-02-21 16:53:11,1,2,,,
I can't even begin to describe how AMAZING Deadpool was,2016-02-21 16:53:11,0,1,,,
It's another #SundayFunday so you should ideally be #vaping & watching animal documentaries or #DAYTONA500 or 2nd viewing of #Deadpool ?,2016-02-21 16:53:10,0,1,,#SundayFunday #vaping #DAYTONA500 #Deadpool,
#omg #Deadpool was incredibly awesome in all of its inappropriateness! I LOVED it!!! #fb,2016-02-21 16:53:10,0,0,,#omg #Deadpool #fb,
MAXIMUM EFFORT! #Deadpool #L,2016-02-21 16:53:09,0,2,,#Deadpool #L,
‘ Deadpool ’ domina de nuevo las taquillas en EU http:// flip.it/t3wSv,2016-02-21 16:53:09,0,0,,,
Deadpool is fuckin hilarious,2016-02-21 16:53:09,0,1,,,
finally seeing deadpool,2016-02-21 16:53:08,0,0,,,
Fui assistir deadpool e tinha dois guris de uns 6 anos do meu lado no cinema mas esse filme não é pra criança!!! Kakkakaka,2016-02-21 16:53:08,0,0,,,
Deadpool is better than your fav pic.twitter.com/xTuDER0p7N,2016-02-21 16:53:04,2,4,,,
I wana see Deadpool today,2016-02-21 16:53:03,0,0,,,
#business #businessdevelopment #news #money #startup #sales #marketing ‘ Deadpool ’ Holds Top Spot at Box Office by … http:// ift.tt/217EOdo,2016-02-21 16:53:02,0,0,,#business #businessdevelopment #news #money #startup #sales #marketing,
Me gustó un video de @YouTube http:// youtu.be/-sTPP4ZeCbM?a Deadpool JRPG | Mr Weebl | Mashed,2016-02-21 16:53:01,0,0,@YouTube,,
"Fui no cine pra assistir deadpool e acabei assistindo o regresso, mas pô que filme bom",2016-02-21 16:53:01,0,0,,,
I couldn't say my fav part of Deadpool but the Thanksgiving part is definitely in my top 10,2016-02-21 16:52:59,0,0,,,
Deadpool me ha encantado.,2016-02-21 16:52:58,0,1,,,
Hoy he visto Deadpool y.,2016-02-21 16:52:58,0,0,,,
I wanna go see deadpool,2016-02-21 16:52:58,4,7,,,
Deadpool was so fucking amazing pic.twitter.com/SME8sjVxl0,2016-02-21 16:52:56,0,3,,,
"@LeslieUggams Saw you in "" Deadpool "" today. You're so beautiful. .. and funny. Love your #naturalhair",2016-02-21 16:52:55,0,2,@LeslieUggams,#naturalhair,
"He añadido un vídeo a una lista de reproducción de @YouTube ( http:// youtu.be/7mzKLRc7xKQ?a - 11 COSAS SOBRE "" DEADPOOL "").",2016-02-21 16:52:55,0,0,@YouTube,,
VOU ASSISTIR DEADPOOL COM O BORDEL DA FALE <3,2016-02-21 16:52:54,0,0,,,
Nada como una buena historia de amor para alegrarle el día a cualquiera: #Deadpool fenomenal! #pelicularecomendada,2016-02-21 16:52:51,0,0,,#Deadpool #pelicularecomendada,
A Deadpool style 'Careless Whisper' dance is definitely going on the bucket list.... WHAM.,2016-02-21 16:52:48,0,2,,,
Ajax'ın bir sonraki derbisinde karşı takımın Deadpool koreografisi olacak hissiyati var içimde,2016-02-21 16:52:48,0,0,,,
regretfactory: By kimiko_art #deadpool #drawing #fanart #chibi #cute W.I.P :D pic.twitter.com/9hv9pHH3Oi,2016-02-21 16:52:47,0,0,,#deadpool #drawing #fanart #chibi #cute,
Complaining u dont get enough time to spend w/ ur 1yr old & then leaving your kids w/ ur parents to watch Deadpool . #badparents #priorities,2016-02-21 16:52:45,0,0,,#badparents #priorities,
@Gtabachi deadpool,2016-02-21 16:52:45,0,1,@Gtabachi,,
"vi deadpool , filme nem é lá essas grandes coisas",2016-02-21 16:52:44,0,1,,,
Just seeing #Deadpool for the 3rd time no biggie,2016-02-21 16:52:44,0,0,,#Deadpool,
@Luuuuran @DodoEveryWhere @SkumbagRyan t'as vu Deadpool ??,2016-02-21 16:52:43,0,0,@Luuuuran @DodoEveryWhere @SkumbagRyan,,
Gostei de um vídeo @YouTube http:// youtu.be/h8m5T-9zJuc?aS alt-N-Pepa … - Shoop ( Deadpool Edit) / Deadpool OST,2016-02-21 16:52:43,0,0,@YouTube,,
Vaya risas con Deadpool pic.twitter.com/eZuWit4g4U,2016-02-21 16:52:43,0,3,,,
Gonna go watch Deadpool,2016-02-21 16:52:42,0,1,,,
Are people really this slow? @VancityReynolds @nottjmiller #Deadpool #DeadpoolMovie #funnystuff pic.twitter.com/S3qyIOhcgB,2016-02-21 16:52:42,0,1,@VancityReynolds @nottjmiller,#Deadpool #DeadpoolMovie #funnystuff,
@jsusdavid @_Carlossepulved ya para deadpool no hay sillas a las 7 ni 7:30,2016-02-21 16:52:42,0,0,@jsusdavid @_Carlossepulved,,
Can someone see deadpool with me sometime soon,2016-02-21 16:52:41,0,3,,,
Deadpool is soooo good,2016-02-21 16:52:41,0,3,,,
Conoce la fascinante historia de Deadpool http://www. batanga.com/comics/3251/hi storia-de-deadpool?utm_source=Twitter&utm_medium=WidgetUp&utm_campaign=Sharing … vía @batangacom,2016-02-21 16:52:40,0,0,@batangacom,,
Deadpool only solidifies my unwavering love for Ryan Reynolds,2016-02-21 16:52:40,0,0,,,
SPOILER ALERT: Deadpool is in it.,2016-02-21 16:52:40,0,0,,,
UPDATE: DEADPOOL WAS FUCKING AMAZING. SOMEONE TAKE ME TO SEE IT AGAIN.,2016-02-21 16:52:37,0,2,,,
Faut que j'aille voir deadpool,2016-02-21 16:52:37,1,1,,,
OMG!!! A mi hermano no le gusto #Deadpool :O,2016-02-21 16:52:37,0,0,,#Deadpool,
I liked a @YouTube video from @ollieh82 http:// youtu.be/q2fjzFb45zI?a (Podcast) Deadpool Review & Spoilers,2016-02-21 16:52:37,0,0,@YouTube @ollieh82,,
A trilha sonora de deadpool é muito boa mané mds kjadsjasd,2016-02-21 16:52:36,0,0,,,
Aaaaand Daario 1.0 in Deadpool,2016-02-21 16:52:34,0,0,,,
patiently waiting for a good torrent of Deadpool,2016-02-21 16:52:33,0,0,,,
. @SonnyBunch @seanhackbarth more info on Deadpool $500 million USD gross here http:// deadline.com/2016/02/deadpo ol-zootopia-mermaid-hail-caesar-international-box-office-overseas-weekend-results-1201706617/ …,2016-02-21 16:52:32,0,0,@SonnyBunch @seanhackbarth,,
#ElCambioEsPedro #NoMeJodasRafa,2016-02-21 16:52:28,0,1,,#ElCambioEsPedro #NoMeJodasRafa,
@_hell_is @evilnoob Deadpool was a little quiet. Either that or I'm going deaf,2016-02-21 16:52:27,0,0,@_hell_is @evilnoob,,
vou ir ver deadpool,2016-02-21 16:52:27,0,0,,,
""" deadpool is straight!! stop trying to make all your faves lgbt+!!"" lol ok but have you even read a deadpool comic pic.twitter.com/s4x1NTRHmv",2016-02-21 16:52:27,1,4,,,
"Loving #Deadpool since before these kids who like him now were born. @Ridgewood, Queens https://www. instagram.com/p/BCEGdDwjiKf/",2016-02-21 16:52:26,0,0,@Ridgewood,#Deadpool,
Soy #Deadpool,2016-02-21 16:52:26,0,0,,#Deadpool,
I love him xD #Deadpool pic.twitter.com/wE9SFYLy78,2016-02-21 16:52:26,0,1,,#Deadpool,
http:// pro.boxoffice.com/latest-news/20 16-02-19-north-america-thursday-night-report-the-witch-scares-up-630k-risen-earns-425k-race-pulls-205k-start … #Deadpool hat bereits alle andern #XMen Filme an den US Kassen überholt... Und das ohne 3d im Februar,2016-02-21 16:52:23,0,0,,#Deadpool #XMen,
@ianredKIS just saw it. Is Ryan Reynolds deadpool or is deadpool Ryan Reynolds? Not convinced either way,2016-02-21 16:52:23,0,0,@ianredKIS,,
Went to go see Deadpool today with my brothers and it was incredible and hilarious. Ryan portrayed Wade perfectly!,2016-02-21 16:52:22,0,0,,,
Deadpool was amazing !!!!!,2016-02-21 16:52:19,0,0,,,
"@heyjozi deadpool é sensacional, assistam",2016-02-21 16:52:19,0,0,@heyjozi,,
Deadpool is great and everything but Just Friends will forever be the best Ryan Reynolds movie. #andiswear pic.twitter.com/jVOeLIfxKa,2016-02-21 16:52:19,2,4,,#andiswear,
Deadpool tomorrow!,2016-02-21 16:52:18,0,0,,,
#Deadpool time with my bae @jeteyess pic.twitter.com/s0rhR0ZVol,2016-02-21 16:52:17,0,1,@jeteyess,#Deadpool,
Que buena esta #Deadpool,2016-02-21 16:52:17,0,1,,#Deadpool,
"Ea, soy la Mano del Rey Deadpool #moriddeenvidia",2016-02-21 16:52:17,0,1,,#moriddeenvidia,
Someone see Deadpool with me,2016-02-21 16:52:15,0,2,,,
https://www. facebook.com/AmazingSpiderD ad/ … #SpiderDad #ImOnTwitterNow #lookoutladies - #Deadpool love the suit! ;),2016-02-21 16:52:13,0,0,,#SpiderDad #ImOnTwitterNow #lookoutladies #Deadpool,
FINALLY SEEING DEADPOOL !!!!,2016-02-21 16:52:11,0,0,,,
Quiero Chimichanga con @Aullidos y participar en el concurso de #Deadpool,2016-02-21 16:52:10,0,0,@Aullidos,#Deadpool,
Hoy voy a ver Deadpool Después no digan que no les hice caso :D,2016-02-21 16:52:10,0,8,,,
Tremendamente buena y graciosa #deadpool,2016-02-21 16:52:09,0,0,,#deadpool,
#Deadpool una bomba cazzo,2016-02-21 16:52:07,0,0,,#Deadpool,
‘ Deadpool ’ Holds Top Spot at Box Office http:// dlvr.it/KZMgZf,2016-02-21 16:52:06,0,0,,,
@TheVampsJames what's your opinion on deadpool movie,2016-02-21 16:52:05,0,0,@TheVampsJames,,
@XMenNewz @XMenFilms Exactly what you see on that #1 cover there. Ok with Psylocke in place of Boom Boom. Deadpool needs 2 more solos first.,2016-02-21 16:52:05,0,0,@XMenNewz @XMenFilms,#1,
Deadpool was so Dope,2016-02-21 16:52:04,0,0,,,
"Deadpool (@Cinépolis Terramall - @cinepoliscr in Tres Ríos, Cartago) https://www. swarmapp.com/c/1csmhpEBYpB",2016-02-21 16:52:04,0,1,@Cin @cinepoliscr,,
@Poppa_Josh Did you get to see Deadpool last night?,2016-02-21 16:52:02,0,0,@Poppa_Josh,,
‘ Deadpool ’ Holds Top Spot at Box Office http://www. nytimes.com/2016/02/22/bus iness/media/deadpool-holds-top-spot-at-box-office.html?partner=IFTTT …,2016-02-21 16:52:02,0,0,,,
"also, I dont see how you are going to integrate DEADPOOL into the X Men universe. Theyll have to come to his films, not other way round",2016-02-21 16:51:59,0,0,,,
Watch Deadpool Parody Kanye West's SNL Rant via @HYPEBEAST http:// hypebeast.com/hb1p82o pic.twitter.com/k9XXP77HdV,2016-02-21 16:51:58,0,0,@HYPEBEAST,,
"Me ha gustado un vídeo de @YouTube de @flickscity ( http:// youtu.be/ntpikESr34Y?a - ALL Deadpool Easter Eggs & References - Marvel, X-Men,",2016-02-21 16:51:58,0,1,@YouTube @flickscity,,
Just came home from seeing #Deadpool .....had such a great time and laughed my ass off.... #welldone pic.twitter.com/XJ7VABbOkz,2016-02-21 16:51:57,0,4,,#Deadpool #welldone,
I just want to go see deadpool .,2016-02-21 16:51:57,0,1,,,
"Deadpool :D (@Cine @HoytsChile in Las Condes, Santiago Metropolitan) https://www. swarmapp.com/c/7xx3Xvm1csO",2016-02-21 16:51:57,0,0,@Cine @HoytsChile,,
A viciar al deadpool un rato,2016-02-21 16:51:56,0,1,,,
"Deadpool is awesome...no ifs,ands, or buts!!!",2016-02-21 16:51:56,1,0,,,
I liked a @YouTube video http:// youtu.be/cFYDD7XqiIA?a Why Deadpool won’t be hosting SNL,2016-02-21 16:51:53,0,0,@YouTube,,
Deadpool was brilliant hands down my fav bit is when he's jerking off with the in his face & the cartoon when his girls lay down,2016-02-21 16:51:53,0,3,,,
"La gente tiene que aprender que cuando pone ""mayores de 18 años"" significa que es para mayores de 18 años (por la polémica de Deadpool )",2016-02-21 16:51:50,12,21,,,
Deadpool with Emily,2016-02-21 16:51:49,0,1,,,
Pa adventure time update: Applebees for food and cheap. Then deadpool .,2016-02-21 16:51:48,0,0,,,
2* // It’s ok...all the best bits were in the trailer. This is the ‘Scary Movie’ of Marvel films. #Deadpool #filmswot,2016-02-21 16:51:46,0,0,,#Deadpool #filmswot,
Gotta go see deadpool sometime this week.,2016-02-21 16:51:46,0,0,,,
Deadpool,2016-02-21 16:51:43,0,1,,,
Still haven't seen Deadpool smh,2016-02-21 16:51:43,1,1,,,
Funniest film of this (new) year; ' Deadpool '. SO WELL WRITTEN. Brilliant. R.Reynolds is gold. Best film? Still 'The big short'. Check 'em. x,2016-02-21 16:51:42,0,9,,,
"so DEADPOOL . Hmmm, not as smart or funny is it is potty mouthed. It was ok but not the kind of film you can run for more than 90mins.",2016-02-21 16:51:42,1,1,,,
Lo mejor de Deadpool es que se acaba.,2016-02-21 16:51:40,0,0,,,
Vamos a ver deadpool que emoción.,2016-02-21 16:51:40,0,0,,,
