username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
baked_reeds;2017-10-22 19:59;0;2;"i just went to watch happy death day on my firestick and instead an episode of happy days started playing...did i just get rick rolled?";;;;"922251182516723712";https://twitter.com/baked_reeds/status/922251182516723712
iKarlee4;2017-10-22 19:59;0;6;"Happy Death Day just makes me wanna find a cute, nerdy boy to do life with";;;;"922251179060588544";https://twitter.com/iKarlee4/status/922251179060588544
venusmoth;2017-10-22 19:59;0;0;"well, no matter what i felt, happy death day exceeded all of that & im shocked to even say that";;;;"922251051037634560";https://twitter.com/venusmoth/status/922251051037634560
AndiieDoficial;2017-10-22 19:58;0;0;"HAPPY DEATH DAY Review| ANDIIE D.: http:// youtu.be/IDkR1CJr1VA?a vía @YouTube";;@YouTube;;"922250753430949890";https://twitter.com/AndiieDoficial/status/922250753430949890
babylovetaba;2017-10-22 19:57;0;0;"Happy death day and Bad genius gusto ko panoorin";;;;"922250644890689537";https://twitter.com/babylovetaba/status/922250644890689537
chy_bela;2017-10-22 19:56;0;0;"Just finished looking at Happy Death Day and I loved it.";;;;"922250356112920576";https://twitter.com/chy_bela/status/922250356112920576
Real_Dj_Ariel;2017-10-22 19:56;0;0;"watching Happy Death Day at AMC Theatres - Jersey Gardens 20 http:// fb.me/DYQ8o8F5";;;;"922250348047237120";https://twitter.com/Real_Dj_Ariel/status/922250348047237120
TheWyMac;2017-10-22 19:56;0;0;"I love @blumhouse Introduce me @JonLeeBrody in case they need a makeup artist Thank you!!!";;@blumhouse @JonLeeBrody;;"922250327813791745";https://twitter.com/TheWyMac/status/922250327813791745
katie18xox;2017-10-22 19:56;0;0;"yeah it was-we also saw happy death day ...thay was pretty good as well!";;;;"922250236906606592";https://twitter.com/katie18xox/status/922250236906606592
venusmoth;2017-10-22 19:56;0;1;"yesterday, ethan & i went to watch happy death day : a thread";;;;"922250227423133696";https://twitter.com/venusmoth/status/922250227423133696
castieIkrushnic;2017-10-22 19:54;0;1;"Oh okay. I’m watching Happy Death Day right now. Probably will watch the other one too. Thanks";;;;"922249884245389313";https://twitter.com/castieIkrushnic/status/922249884245389313
kimberrrly54;2017-10-22 19:54;0;0;"Happy death day & beer w/bae";;;;"922249868931944449";https://twitter.com/kimberrrly54/status/922249868931944449
LeftistMichael;2017-10-22 19:54;0;0;"I saw Happy Death Day hoping for Groundhog Day with a sorority killer and I got what I paid for. I'd recommend - 3.5/5 stars.";;;;"922249751696986112";https://twitter.com/LeftistMichael/status/922249751696986112
__jessegarcia;2017-10-22 19:53;4;2;"I want to see the movie Happy Death Day ! Is it worth it?";;;;"922249696743231488";https://twitter.com/__jessegarcia/status/922249696743231488
REDRAGEGAMER;2017-10-22 19:53;0;1;"Happy Death Day is performing better than Blade Runner";;;;"922249599229812738";https://twitter.com/REDRAGEGAMER/status/922249599229812738
TyAjahR;2017-10-22 19:53;1;0;"& Happy Death Day . https:// twitter.com/chanelbambino/ status/922208689230139394 …";;;;"922249527649849344";https://twitter.com/TyAjahR/status/922249527649849344
Arielrocks5;2017-10-22 19:52;0;1;"A ★★★★ review of Happy Death Day (2017) by pd187 on @letterboxd : https:// boxd.it/kPM7r";;@letterboxd;;"922249325685739520";https://twitter.com/Arielrocks5/status/922249325685739520
donnamossirl;2017-10-22 19:52;0;1;"is there anyone i can talk to about happy death day because i have some Emotions";;;;"922249297336381442";https://twitter.com/donnamossirl/status/922249297336381442
Real_Dj_Ariel;2017-10-22 19:49;0;0;"watching Happy Death Day";;;;"922248581515481088";https://twitter.com/Real_Dj_Ariel/status/922248581515481088
JonLeeBrody;2017-10-22 19:49;5;25;"Finally got to watch #HappyDeathDay . Shoutout to da homies at @blumhouse , cast/crew on a job well done! Kudos on the "They Live" poster too! pic.twitter.com/rtnkjFkqm2";;@blumhouse;#HappyDeathDay;"922248555867152384";https://twitter.com/JonLeeBrody/status/922248555867152384
hollyxbullardx;2017-10-22 19:48;0;0;"someone PLEASE go see happy death day with me and courtney";;;;"922248434169602049";https://twitter.com/hollyxbullardx/status/922248434169602049
chaaarrllee;2017-10-22 19:48;0;1;"Happy Death Day is the dumbest movie of 2017.";;;;"922248428947689473";https://twitter.com/chaaarrllee/status/922248428947689473
