username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
lukaseggen;2017-10-14 19:54;0;1;"@GetOutMovie , @splitmovie and now @UniversalHorror . This has been quite the year for @blumhouse . @PopCorn_Media @FeelinFilm @InSessionFilm";;@GetOutMovie @splitmovie @UniversalHorror @blumhouse @PopCorn_Media @FeelinFilm @InSessionFilm;;"919350716786868225";https://twitter.com/lukaseggen/status/919350716786868225
ChasingCinema;2017-10-14 19:54;0;1;"Trying to get in the Halloween spirit? Watch our official review of Happy Death Day -- https:// goo.gl/HdCZo9 #HappyDeathDay pic.twitter.com/yCgzY5YCxp";;;#HappyDeathDay;"919350715473993734";https://twitter.com/ChasingCinema/status/919350715473993734
RobbieBarstool;2017-10-14 19:54;0;17;"Happy Death Day , as voted on by stoolies. My review will be on http:// BarstoolSports.com Monday at 10am. https:// twitter.com/thundermcrober t/status/919349409057525760 …";;;;"919350670809026561";https://twitter.com/RobbieBarstool/status/919350670809026561
Jenice__;2017-10-14 19:53;0;0;"Seen happy death day it's ok";;;;"919350505868025856";https://twitter.com/Jenice__/status/919350505868025856
VianeyA7;2017-10-14 19:53;0;0;"Going to the movie's to see Happy Death Day";;;;"919350467754430465";https://twitter.com/VianeyA7/status/919350467754430465
RPbackstory;2017-10-14 19:53;0;0;"Happy Death Day was so so! Entertaining with a couple funny moments. I like the whole “ground hog day” concept for the horror genre.";;;;"919350444920422400";https://twitter.com/RPbackstory/status/919350444920422400
sfinn97;2017-10-14 19:53;1;2;"Someone see Happy Death Day with me soon pls";;;;"919350420979544064";https://twitter.com/sfinn97/status/919350420979544064
FreeBandChico;2017-10-14 19:53;0;0;"My girl talked me into going to see this gay ass movie happy death day tonight";;;;"919350362783576064";https://twitter.com/FreeBandChico/status/919350362783576064
feItIove;2017-10-14 19:52;0;2;"watching happy death day tomorrow （＾Ｏ＾）";;;;"919350156817965056";https://twitter.com/feItIove/status/919350156817965056
alexiswalker510;2017-10-14 19:52;0;0;"Aye about to go see happy death day tonight";;;;"919350144394555392";https://twitter.com/alexiswalker510/status/919350144394555392
pat_encarnacion;2017-10-14 19:51;0;2;"Y’all need to watch happy death day ...its pretty entertaining. Its mean girls and final destination combined into one movie I could say.";;;;"919350093089837056";https://twitter.com/pat_encarnacion/status/919350093089837056
ErikaBaDoIt;2017-10-14 19:51;0;0;"So here I am about to watch Happy Death Day ... downtown with my brother in a theatre filled with LOUD ass teenagers .....";;;;"919350040719773696";https://twitter.com/ErikaBaDoIt/status/919350040719773696
DH_Method;2017-10-14 19:51;0;0;"Loved Happy Death Day , amazing movie with a beautiful actress @jessica_rothe such a great movie! Congratulations on the amazing movie!!";;@jessica_rothe;;"919350033828286464";https://twitter.com/DH_Method/status/919350033828286464
Teyhaa__;2017-10-14 19:51;0;0;"Happy death day is stupid asf.";;;;"919349970221879296";https://twitter.com/Teyhaa__/status/919349970221879296
BrandonTheotus;2017-10-14 19:51;0;0;"Happy Death Day litty lowkey";;;;"919349925833408513";https://twitter.com/BrandonTheotus/status/919349925833408513
Simon_Arseneau;2017-10-14 19:50;0;1;"Yes, I have seen Groundhog Day, but I still thought #HappyDeathDay was loads of fun. #Halloween";;;#HappyDeathDay #Halloween;"919349834284486656";https://twitter.com/Simon_Arseneau/status/919349834284486656
JaylahZhane;2017-10-14 19:50;0;3;"All I'm tryna do is go see Happy Death Day what is so damn hard about thatttttttt I'm gon throw a BF.";;;;"919349833911201793";https://twitter.com/JaylahZhane/status/919349833911201793
Ridiculous_Hair;2017-10-14 19:50;0;1;"someone go shopping with me pls tomorrow and see Happy Death Day";;;;"919349780832190467";https://twitter.com/Ridiculous_Hair/status/919349780832190467
PikaGokuMC;2017-10-14 19:50;0;0;"I liked a @YouTube video http:// youtu.be/eb9go0zYqAA?a Moist Meter: Happy Death Day";;@YouTube;;"919349734187429888";https://twitter.com/PikaGokuMC/status/919349734187429888
lukaseggen;2017-10-14 19:50;0;2;"#HappyDeathDay could be headed toward an opening weekend of $26 mil. @PopCorn_Media @FeelinFilm @InSessionFilm @blumhouse #boxoffice";;@PopCorn_Media @FeelinFilm @InSessionFilm @blumhouse;#HappyDeathDay #boxoffice;"919349673009209345";https://twitter.com/lukaseggen/status/919349673009209345
HardyolyMarie_;2017-10-14 19:49;0;0;"happy death day está demasiado cabronaaa";;;;"919349555505836033";https://twitter.com/HardyolyMarie_/status/919349555505836033
blake__carlton;2017-10-14 19:49;0;4;"Happy Death day sucks ass";;;;"919349553203220480";https://twitter.com/blake__carlton/status/919349553203220480
DTF_SniiPerzZ;2017-10-14 19:49;0;0;"I liked a @YouTube video http:// youtu.be/eb9go0zYqAA?a Moist Meter: Happy Death Day";;@YouTube;;"919349526468677638";https://twitter.com/DTF_SniiPerzZ/status/919349526468677638
amayangonkeo;2017-10-14 19:49;0;1;"happy death day next week who's down";;;;"919349403713904640";https://twitter.com/amayangonkeo/status/919349403713904640
alexisjoelle94;2017-10-14 19:48;0;0;"I wanna see happy death day so bad";;;;"919349305147871237";https://twitter.com/alexisjoelle94/status/919349305147871237
MCB_334;2017-10-14 19:48;0;1;"#HappyDeathDay I saw this movie high today. 10/10 wouod watch again";;;#HappyDeathDay;"919349302492848134";https://twitter.com/MCB_334/status/919349302492848134
lauryn_michelle;2017-10-14 19:48;0;3;"Saw Happy Death Day and now I'll be paranoid the rest of my life so";;;;"919349295416999936";https://twitter.com/lauryn_michelle/status/919349295416999936
reason313;2017-10-14 19:48;0;0;"Happy Death Day <";;;;"919349278199418880";https://twitter.com/reason313/status/919349278199418880
StefSings;2017-10-14 19:48;0;0;"With the kiddos — watching Happy Death Day at Cinemark West Plano http:// fb.me/3GRxRZCRM";;;;"919349174596001792";https://twitter.com/StefSings/status/919349174596001792
thegabbs17;2017-10-14 19:48;1;1;"Super excited to watch Happy Death Day !";;;;"919349124423606272";https://twitter.com/thegabbs17/status/919349124423606272
dusty_dh;2017-10-14 19:48;0;0;"#REPOST | happydeathdaymovie ... or die trying. #HappyDeathDay • • • Loved it! Scary fun!! https://www. instagram.com/p/BaP1bJGHqgR/";;;#REPOST #HappyDeathDay;"919349113547665408";https://twitter.com/dusty_dh/status/919349113547665408
lezsss;2017-10-14 19:47;1;1;"Happy death day is a 10/10";;;;"919349046745055232";https://twitter.com/lezsss/status/919349046745055232
_MYbLAQiSPRETTY;2017-10-14 19:47;0;0;"Y'all think Happy Death Day Gone Be Scary";;;;"919349029514997761";https://twitter.com/_MYbLAQiSPRETTY/status/919349029514997761
siIentoaths;2017-10-14 19:47;0;1;"emily dimi and i are seeing happy death day to celebrate mao rank";;;;"919349021201850368";https://twitter.com/siIentoaths/status/919349021201850368
girlyhabit;2017-10-14 19:47;0;0;"I wanna go see happy death day";;;;"919348858643136513";https://twitter.com/girlyhabit/status/919348858643136513
davidleegonzo;2017-10-14 19:46;0;1;"IM HELLA EXCITED TO WATCH HAPPY DEATH DAY";;;;"919348818318995456";https://twitter.com/davidleegonzo/status/919348818318995456
gellaayyy;2017-10-14 19:46;0;0;"Happy death day gelay!";;;;"919348816217743360";https://twitter.com/gellaayyy/status/919348816217743360
marciojmsilva;2017-10-14 19:46;0;0;"Why #HappyDeathDay fails to answer the movie's biggest question http:// insder.co/2yhLsVH";;;#HappyDeathDay;"919348721762099200";https://twitter.com/marciojmsilva/status/919348721762099200
CheckMyResume;2017-10-14 19:46;0;0;"Did anybody go see " Happy Death Day "";;;;"919348695786803202";https://twitter.com/CheckMyResume/status/919348695786803202
mbadkins787;2017-10-14 19:45;0;0;"The girl in happy death day reminds me alot of someone I use to talk to...";;;;"919348579642302465";https://twitter.com/mbadkins787/status/919348579642302465
FAHDJ92;2017-10-14 19:45;0;0;"خيو ابغى ذا الفلم وين القى رابطه Happy Death Day";;;;"919348397747957760";https://twitter.com/FAHDJ92/status/919348397747957760
TODDCastPodcast;2017-10-14 19:45;0;1;"Chirp chirp. @LA_GUNS @Letterman & @UniversalHorror take heat in the latest @Penthouse604 powered "Todd's Trolls": http:// ow.ly/VYPO30fOSxQ pic.twitter.com/rigdcpTdyC";;@LA_GUNS @Letterman @UniversalHorror @Penthouse604;;"919348362935197698";https://twitter.com/TODDCastPodcast/status/919348362935197698
Bonbonpon3;2017-10-14 19:45;0;1;"ALSO just so y'all know, I'm in love with Israel Broussard now thanks. I mean, i was in love with him in the Bling Ring, now Happy Death Day is out and I'm even more in love with him?! I hate myself";;;;"919348342357815296";https://twitter.com/Bonbonpon3/status/919348342357815296
CaineCoko;2017-10-14 19:44;0;0;"I liked it too, enjoyable but it was more of a film I would watch at home. Didn't see Happy death day yet but I heard it was entertaining";;;;"919348340311166976";https://twitter.com/CaineCoko/status/919348340311166976
JennaDillinder;2017-10-14 19:44;0;0;"How was Happy Death Day ?";;;;"919348255653232640";https://twitter.com/JennaDillinder/status/919348255653232640
JohnnyNotorious;2017-10-14 19:44;0;1;"Do you think #HappyDeathDay is worth a watch?";;;#HappyDeathDay;"919348236653158401";https://twitter.com/JohnnyNotorious/status/919348236653158401
MarissaCIaire;2017-10-14 19:44;3;0;"I want to go see happy death day but no one to go withhh";;;;"919348181736886274";https://twitter.com/MarissaCIaire/status/919348181736886274
manuelfacundo_;2017-10-14 19:44;9;4;"Im trynna watch happy death day tbh";;;;"919348164892811264";https://twitter.com/manuelfacundo_/status/919348164892811264
anxmz;2017-10-14 19:44;1;11;"who's tryna see happy death day tonight";;;;"919348147331088385";https://twitter.com/anxmz/status/919348147331088385
taylorwiley22;2017-10-14 19:43;0;4;"soooo who wants to see happy death day w me?!!?:-)";;;;"919348022789771264";https://twitter.com/taylorwiley22/status/919348022789771264
_unenthused;2017-10-14 19:43;0;2;"#HappyDeathDay is a blast. Half #MeanGirls , half #GroundhogDay , covered in gore. Clever horror comedy with heart.";;;#HappyDeathDay #MeanGirls #GroundhogDay;"919347993429663745";https://twitter.com/_unenthused/status/919347993429663745
AceKenshader;2017-10-14 19:43;0;0;"TFW you watch #HappyDeathDay and realize the mask is there because university's team name is "Bayfield Babies" and has a baby mascot pic.twitter.com/xXvifnSDVg";;;#HappyDeathDay;"919347938630893575";https://twitter.com/AceKenshader/status/919347938630893575
__alexisnicole;2017-10-14 19:43;19;21;"I wanna go see happy death day";;;;"919347918594646017";https://twitter.com/__alexisnicole/status/919347918594646017
Patrick_Jamess;2017-10-14 19:43;0;1;"Happy death day was good af";;;;"919347908838871040";https://twitter.com/Patrick_Jamess/status/919347908838871040
anebia12;2017-10-14 19:43;0;1;"Vejam o happy death day !!";;;;"919347906729205760";https://twitter.com/anebia12/status/919347906729205760
tshsepticeye;2017-10-14 19:43;0;0;"my head is in immense pain but you bet your ass im still gonna eat this lollipop and see happy death day tonight";;;;"919347877721313280";https://twitter.com/tshsepticeye/status/919347877721313280
SleezyBatman;2017-10-14 19:43;0;0;"Who Has Seen Happy Death Day ?";;;;"919347857341198336";https://twitter.com/SleezyBatman/status/919347857341198336
colliganjaycie;2017-10-14 19:42;0;1;"seeing happy death day ! did you see it?";;;;"919347656329179136";https://twitter.com/colliganjaycie/status/919347656329179136
queenncamm;2017-10-14 19:41;5;0;"i wanna see happy death day so bad lol";;;;"919347508475723776";https://twitter.com/queenncamm/status/919347508475723776
Mabel0468;2017-10-14 19:41;0;3;"I'm about to go see Happy Death Day .";;;;"919347500968022022";https://twitter.com/Mabel0468/status/919347500968022022
lytle_edison;2017-10-14 19:41;0;0;"okay so who tf trynna go see happy death day ?";;;;"919347467275026432";https://twitter.com/lytle_edison/status/919347467275026432
donttouchmeho;2017-10-14 19:41;0;0;"Happy death day was trash. pic.twitter.com/soyfNRrqSE";;;;"919347415936888832";https://twitter.com/donttouchmeho/status/919347415936888832
LKGaming17;2017-10-14 19:41;0;0;"Happy death day (spoiler): http:// youtu.be/lk2pODXnwOs?a via @YouTube";;@YouTube;;"919347410819796992";https://twitter.com/LKGaming17/status/919347410819796992
DaLunatic23;2017-10-14 19:41;0;2;"Watching “ Happy Death Day ” alone this will be interesting. It’s about to be spoopy";;;;"919347409800630273";https://twitter.com/DaLunatic23/status/919347409800630273
_NiyMk;2017-10-14 19:40;0;1;"so we’re here at the theatre to see Happy Death Day . Keep in mind we’ve pre-paid for our tickers & the seats are assigned.";;;;"919347334026334208";https://twitter.com/_NiyMk/status/919347334026334208
simplyycierraa_;2017-10-14 19:40;0;0;"Movies tonight to see " Happy Death Day " too geek";;;;"919347277281595396";https://twitter.com/simplyycierraa_/status/919347277281595396
inaudible;2017-10-14 19:40;0;0;"Happy Death Day . (@iPic Theaters at Fulton Market for Happy Death Day in New York, NY) https://www. swarmapp.com/c/8GQ0GF1BJtA pic.twitter.com/QylGgo16tS";;@iPic;;"919347244033368065";https://twitter.com/inaudible/status/919347244033368065
miauniverze;2017-10-14 19:40;0;3;"when is happy death day gonna be online i really want to watch it";;;;"919347243492298752";https://twitter.com/miauniverze/status/919347243492298752
BlowYourDad;2017-10-14 19:40;0;0;"He opened the doors to it for Eddie, rolling his eyes playfully. "You won't die. Happy Death Day isn't even that scary. . . I think."";;;;"919347125380681728";https://twitter.com/BlowYourDad/status/919347125380681728
Daoshia;2017-10-14 19:39;0;0;"I really want to see happy death day .";;;;"919347054802903040";https://twitter.com/Daoshia/status/919347054802903040
melissamedaa;2017-10-14 19:39;0;1;"is happy death day worth watching? because i really wanna go watch it";;;;"919347009995251712";https://twitter.com/melissamedaa/status/919347009995251712
Haneulkim12;2017-10-14 19:39;0;5;"happy death day was SO good 10/10 recommend!!!";;;;"919346845049954304";https://twitter.com/Haneulkim12/status/919346845049954304
IxDxWxC;2017-10-14 19:38;0;0;"I liked a @YouTube video http:// youtu.be/eb9go0zYqAA?a Moist Meter: Happy Death Day";;@YouTube;;"919346828675571712";https://twitter.com/IxDxWxC/status/919346828675571712
RetroGamer296;2017-10-14 19:38;0;0;"Will you do an AAAHHCTOBER review for " Happy Death Day "?";;;;"919346780852097024";https://twitter.com/RetroGamer296/status/919346780852097024
jmenzsz;2017-10-14 19:38;0;4;"your babe has got a date to go see happy death day life is going fucking SWELL";;;;"919346702749810688";https://twitter.com/jmenzsz/status/919346702749810688
MissyShekinah;2017-10-14 19:38;0;2;"Was " Happy death day " a good movie anyone who has seen it or was it stupid ?";;;;"919346661490642944";https://twitter.com/MissyShekinah/status/919346661490642944
eddievercetti;2017-10-14 19:38;0;1;"Happy Death Day was okay, I'm shocked it was written by the same guy who brought us Horny Starfire";;;;"919346613075591168";https://twitter.com/eddievercetti/status/919346613075591168
e_r0s;2017-10-14 19:37;0;1;"Happy Death Day";;;;"919346545333555200";https://twitter.com/e_r0s/status/919346545333555200
breakintheJuls;2017-10-14 19:37;0;0;"Happy Death Day";;;;"919346533727985664";https://twitter.com/breakintheJuls/status/919346533727985664
ToriaSecret_;2017-10-14 19:37;0;0;"So who taking me to see happy death day";;;;"919346465520177154";https://twitter.com/ToriaSecret_/status/919346465520177154
OnealBilly;2017-10-14 19:37;0;0;"At Happy Death Day with my daughter and her friend..";;;;"919346441939816448";https://twitter.com/OnealBilly/status/919346441939816448
MaxiMejia15;2017-10-14 19:37;0;3;"Happy Death Day was not a good movie. Save your coins!";;;;"919346409224228865";https://twitter.com/MaxiMejia15/status/919346409224228865
Maddie_030405;2017-10-14 19:36;7;3;"I WANNA GO SEE “ HAPPY DEATH DAY ”";;;;"919346317192847362";https://twitter.com/Maddie_030405/status/919346317192847362
KailenAldridge;2017-10-14 19:36;0;1;"someone go see happy death day with me";;;;"919346316597010433";https://twitter.com/KailenAldridge/status/919346316597010433
OhFears;2017-10-14 19:36;0;0;"I wanna die for a whole week straight like the girl in Happy Death Day";;;;"919346255343570944";https://twitter.com/OhFears/status/919346255343570944
Blackktravv;2017-10-14 19:36;0;0;"I’m tryn go see happy death day";;;;"919346211957755904";https://twitter.com/Blackktravv/status/919346211957755904
liane25tigers;2017-10-14 19:36;0;0;"Movie was suspenseful! Kept us guessing right until the Very end! Writers did a Great job with the identity of the killer.";;;;"919346177300189184";https://twitter.com/liane25tigers/status/919346177300189184
LoveeTiaa;2017-10-14 19:36;0;1;"Happy Death Day was so good!";;;;"919346164201377794";https://twitter.com/LoveeTiaa/status/919346164201377794
B_Jennings1243;2017-10-14 19:36;0;0;"Hopefully I can see happy death day tomorrow";;;;"919346142650908672";https://twitter.com/B_Jennings1243/status/919346142650908672
VodkaPoisonn;2017-10-14 19:36;0;1;"Happy death day is a great movie but I wish they explained moreeeeee";;;;"919346120072896512";https://twitter.com/VodkaPoisonn/status/919346120072896512
stephanie_webb0;2017-10-14 19:36;12;22;"I want to go to a pumpkin patch and also I want to see the happy death day movie";;;;"919346097511849984";https://twitter.com/stephanie_webb0/status/919346097511849984
teenagekiller;2017-10-14 19:35;0;1;"I'm at Cinemark for Happy Death Day in Santo André, SP https://www. swarmapp.com/c/7xqevidy7v8";;;;"919346054008573952";https://twitter.com/teenagekiller/status/919346054008573952
faustshaus;2017-10-14 19:35;0;1;"So like, @kinda_cool and I laughed all the way through Happy Death Day . Consider adding it to your Halloween movie rotation.";;@kinda_cool;;"919345958827249664";https://twitter.com/faustshaus/status/919345958827249664
sydlaykay;2017-10-14 19:35;0;0;"all i want is to see happy death day";;;;"919345922265505792";https://twitter.com/sydlaykay/status/919345922265505792
IFeelLikeWest;2017-10-14 19:35;0;1;"Happy death day was fuckin trrrash";;;;"919345892175446017";https://twitter.com/IFeelLikeWest/status/919345892175446017
notamykay;2017-10-14 19:35;0;2;"My quick #HappyDeathDay reaction on #StardustApp https:// app.stardust.co/d/reaction?r=b fc70d2c-3105-4174-90f4-70abc5f68312 …";;;#HappyDeathDay #StardustApp;"919345872558870528";https://twitter.com/notamykay/status/919345872558870528
Maikitoboii;2017-10-14 19:35;0;0;"Happy Death Day Today Quien me aconpaña ?";;;;"919345850735833088";https://twitter.com/Maikitoboii/status/919345850735833088
AustinCaelan;2017-10-14 19:34;0;6;"okay. " happy death day " really exceeded my expectations. it was given a pretty bad movie title though. so yeah, i suggest you go and see it.";;;;"919345819802796032";https://twitter.com/AustinCaelan/status/919345819802796032
DylanMarkMurphy;2017-10-14 19:34;0;9;"also the gay guy in Happy Death Day was HELLLLLAAAA fine.";;;;"919345793416306688";https://twitter.com/DylanMarkMurphy/status/919345793416306688
brokeandboujeee;2017-10-14 19:34;0;0;"I wanna go see happy death day tonight, I needa date";;;;"919345720968269824";https://twitter.com/brokeandboujeee/status/919345720968269824
sydaroo_12;2017-10-14 19:34;0;3;"Happy death day was actually a pretty good movie";;;;"919345657474895877";https://twitter.com/sydaroo_12/status/919345657474895877
ShariLauree;2017-10-14 19:34;0;0;"Happy Death Day - Directed by Christopher B. Landon http:// dld.bz/gm4nJ";;;;"919345611354329090";https://twitter.com/ShariLauree/status/919345611354329090
liane25tigers;2017-10-14 19:34;0;0;"@UniversalHorror This movie was excellent. Talk about keep u on the edge of ur seat suspense! People it's not the same ol scary movie.";;@UniversalHorror;;"919345584976384000";https://twitter.com/liane25tigers/status/919345584976384000
Chandler_420;2017-10-14 19:32;0;1;"Kicking it about to go see happy death day I guess";;;;"919345266624487424";https://twitter.com/Chandler_420/status/919345266624487424
sydneejoy23;2017-10-14 19:32;0;16;"SOMEONE GO TO HAPPY DEATH DAY WITH ME TONIGHT!! PLS!";;;;"919345264749662208";https://twitter.com/sydneejoy23/status/919345264749662208
robertsaborido;2017-10-14 19:32;0;0;"#Sitges50 | HAPPY DEATH DAY . L'estètica slasher més tòpica aplicada a un fil narratiu de loop temporal. Pur entreteniment fàcil de digerir.";;;#Sitges50;"919345194721570817";https://twitter.com/robertsaborido/status/919345194721570817
l3tm3liv3;2017-10-14 19:32;0;2;"happydeathdaymovie was dope! #HappyDeathDay https://www. instagram.com/p/BaPzpTigB-E/";;;#HappyDeathDay;"919345181836460032";https://twitter.com/l3tm3liv3/status/919345181836460032
LargeMarge67;2017-10-14 19:32;0;0;"The latest PopCultMassacre! https:// paper.li/LargeMarge67/1 346308370?edition_id=ee689b40-b137-11e7-8823-0cc47a0d164b … #happydeathday #bladerunner2049";;;#happydeathday #bladerunner2049;"919345181056491527";https://twitter.com/LargeMarge67/status/919345181056491527
12348v;2017-10-14 19:32;0;1;"I wanna go see happy death day :/";;;;"919345175226351616";https://twitter.com/12348v/status/919345175226351616
Jaexoxo_;2017-10-14 19:31;0;0;"Might just go see Happy Death Day . Gonna make it a day with my girls!";;;;"919344999304761344";https://twitter.com/Jaexoxo_/status/919344999304761344
desmariegg;2017-10-14 19:31;0;2;"happy death day is def worst movie I’ve ever seen";;;;"919344998944051200";https://twitter.com/desmariegg/status/919344998944051200
BrunooZaratee00;2017-10-14 19:31;0;0;"Mañana voy a ver happy death day al cine, mepa que me largo a llorar en el medio de la peli";;;;"919344935878430732";https://twitter.com/BrunooZaratee00/status/919344935878430732
sumeyaalington;2017-10-14 19:31;0;1;"#HappyDeathDay exceeded my expectations. I liked it a lot.";;;#HappyDeathDay;"919344819280920577";https://twitter.com/sumeyaalington/status/919344819280920577
ysl_kris;2017-10-14 19:30;0;2;"Happy death day finessed my ass";;;;"919344817611706368";https://twitter.com/ysl_kris/status/919344817611706368
urboyyjojo;2017-10-14 19:30;0;0;"i wanna see happy death day !!!!1!1!";;;;"919344796262580224";https://twitter.com/urboyyjojo/status/919344796262580224
oddfelicia_;2017-10-14 19:30;0;2;"Happy Death Day was really good!!! I actually enjoyed going to the movies alone. Have to do it more often";;;;"919344795033722881";https://twitter.com/oddfelicia_/status/919344795033722881
GorTheMovieGod;2017-10-14 19:30;0;4;"In the theater for Happy Death Day and the annoying loud ass kids are already here.";;;;"919344730282000390";https://twitter.com/GorTheMovieGod/status/919344730282000390
nanipunani;2017-10-14 19:30;0;1;"i wanna go watch happy death day :/";;;;"919344726007988224";https://twitter.com/nanipunani/status/919344726007988224
DiddensJared;2017-10-14 19:30;0;0;"Going to see " Happy Death Day " at 7:30";;;;"919344595808538624";https://twitter.com/DiddensJared/status/919344595808538624
