username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
JzminRuiz28;2017-10-21 19:59;0;0;"Happy Death Day";;;;"921888809968472064";https://twitter.com/JzminRuiz28/status/921888809968472064
coliseumtheater;2017-10-21 19:58;0;0;"Starting Friday, Oct 27th for 5 days HAPPY DEATH DAY RATED PG13 96 mins. Friday 6:00 and… https://www. instagram.com/p/Bah4DiglyYP/";;;;"921888492531073024";https://twitter.com/coliseumtheater/status/921888492531073024
JonMikey34;2017-10-21 19:58;0;1;"I’ll let you know, it’s at 10:25 so next time I see you on the TL or I’ll just DM you. It was either that or Happy Death day . We flipped a coin";;;;"921888360616079360";https://twitter.com/JonMikey34/status/921888360616079360
CagedBirdsCafe;2017-10-21 19:58;0;0;"#AlmostDied on my way to see Happy Death Day";;;#AlmostDied;"921888345034252288";https://twitter.com/CagedBirdsCafe/status/921888345034252288
davecuttle;2017-10-21 19:56;0;0;"Happy Death Day isn't going to win any awards but is a metric ton of fun.";;;;"921887995854315521";https://twitter.com/davecuttle/status/921887995854315521
LateGreatHenry;2017-10-21 19:56;0;0;"Happy Death Day : more teen comedy with jump scares than horror version of Groundhogs Day. #HappyDeathDay";;;#HappyDeathDay;"921887951167954944";https://twitter.com/LateGreatHenry/status/921887951167954944
ILWYSDANI;2017-10-21 19:56;0;2;"happy death day is so fucking good holy shit please watch it +++ ISRAEL BROUSSARD IS SO FUCKING HOT";;;;"921887878971580417";https://twitter.com/ILWYSDANI/status/921887878971580417
typicaldamien;2017-10-21 19:56;0;0;"If Happy Death Day would’ve been better if it were Rated-R";;;;"921887857639329793";https://twitter.com/typicaldamien/status/921887857639329793
ChildishPepino;2017-10-21 19:56;0;3;"I wanna go watch happy death day";;;;"921887829612883968";https://twitter.com/ChildishPepino/status/921887829612883968
whatsnew07;2017-10-21 19:56;0;0;"Watch Now the Full Movie #Happy_Death_Day >> http:// 70kmovies.com/movie/440021/h appy-death-day …";;;#Happy_Death_Day;"921887828845514752";https://twitter.com/whatsnew07/status/921887828845514752
avesdpt;2017-10-21 19:53;0;3;"I THOUGHT HAPPY DEATH DAY WOULD HAVE BEEN CRINGEY BUT IT TURNED OUT BEING ADORABLE WHICH JUST MADE ME MAD BECAUSE I WANT SOMETHING ADORABLE";;;;"921887285540474880";https://twitter.com/avesdpt/status/921887285540474880
hellhorror;2017-10-21 19:53;0;0;"RT @gpgbball : Another Saturday night at the movies about to see Happy Death Day !!! #happydeathday #horror … https://www. instagram.com/p/Bah3EZ9gHPX/";;@gpgbball;#happydeathday #horror;"921887221778657281";https://twitter.com/hellhorror/status/921887221778657281
Hosssmash;2017-10-21 19:53;0;0;"20th of Scaretober. “ Happy Death Day ” You Only Die Once... If You’re Lucky. As fun as the original but needed a longer montage.";;;;"921887173623926784";https://twitter.com/Hosssmash/status/921887173623926784
allysterzer;2017-10-21 19:52;0;1;"i reaaally wanna see happy death day";;;;"921887016056270848";https://twitter.com/allysterzer/status/921887016056270848
D_alabduljaleel;2017-10-21 19:52;0;0;"Happy Death Day";;;;"921886836016009217";https://twitter.com/D_alabduljaleel/status/921886836016009217
freeingliberty;2017-10-21 19:51;0;1;"I'm so glad you enjoyed Happy Death Day as much as I did. It's such a fun little movie.";;;;"921886787076726784";https://twitter.com/freeingliberty/status/921886787076726784
brrriit_;2017-10-21 19:50;0;5;"happy death day is SO good";;;;"921886498827497472";https://twitter.com/brrriit_/status/921886498827497472
StephyLSilva;2017-10-21 19:50;0;2;"Went to the movies 3 days in a row. The movie pass is fire. We saw Blade Runner, the Snowman, & Happy Death Day . Might go again 2nite???";;;;"921886405508333569";https://twitter.com/StephyLSilva/status/921886405508333569
gpgbball;2017-10-21 19:48;0;0;"Another Saturday night at the movies about to see Happy Death Day !!! #happydeathday #horror … https://www. instagram.com/p/Bah3EZ9gHPX/";;;#happydeathday #horror;"921885994906988549";https://twitter.com/gpgbball/status/921885994906988549
JayBeeHanna;2017-10-21 19:48;0;0;"Older man talked a bunch during Happy Death Day last nite, on way out of theater he pointed at the "no talking sign" and mocked it";;;;"921885942507556864";https://twitter.com/JayBeeHanna/status/921885942507556864
brotzmanised;2017-10-21 19:47;0;2;"max is tweeting a drinking game for when ur watching happy death day , i really do stan the right man";;;;"921885797346930694";https://twitter.com/brotzmanised/status/921885797346930694
Lexiaamonkey;2017-10-21 19:47;0;0;"Happy death day was funny af, that hoe had me crying of laughter";;;;"921885652312084480";https://twitter.com/Lexiaamonkey/status/921885652312084480
WidalysSerrano;2017-10-21 19:47;0;0;"Happy death day está bien mierda. No gasten su tiempo ni dinero.";;;;"921885606392877061";https://twitter.com/WidalysSerrano/status/921885606392877061
TONYMORIN;2017-10-21 19:46;0;1;"Happy death day #31DaysOfHorror";;;#31DaysOfHorror;"921885432870264832";https://twitter.com/TONYMORIN/status/921885432870264832
ChingChangGino;2017-10-21 19:46;0;0;"Think I want to go see happy death day tonight";;;;"921885386057682944";https://twitter.com/ChingChangGino/status/921885386057682944
Uptomyknees;2017-10-21 19:45;16;151;"I need 280 to attempt to describe Happy Death Day but first off let me say I’m glad I say it in theaters. Here’s the drinking game:";;;;"921885292457365504";https://twitter.com/Uptomyknees/status/921885292457365504
BrandonHanna07;2017-10-21 19:45;0;0;"A little late to the party, but finally saw Happy Death Day . Review coming soon.";;;;"921885283469049856";https://twitter.com/BrandonHanna07/status/921885283469049856
SHenline808;2017-10-21 19:45;0;9;"Happy Death Day was a pretty G movie";;;;"921885183229358080";https://twitter.com/SHenline808/status/921885183229358080
TheOnlyAbygail;2017-10-21 19:44;0;3;"Tryna go see Happy Death Day ://";;;;"921885010126344192";https://twitter.com/TheOnlyAbygail/status/921885010126344192
TomSullBoston;2017-10-21 19:44;0;1;"happydeathdaymovie #happydeathday #happydeathdaymovie @Showcase Legacy Place https://www. instagram.com/p/Bah2lwvFf5C/";;@Showcase;#happydeathday #happydeathdaymovie;"921884941973155840";https://twitter.com/TomSullBoston/status/921884941973155840
IAmNicoSuave;2017-10-21 19:44;0;1;"I highly recommend you don't watch happy death day";;;;"921884875099123713";https://twitter.com/IAmNicoSuave/status/921884875099123713
HereIsMeag;2017-10-21 19:44;0;1;"happy death day was literally the craziest movie ever!!!!!!!!!!!!";;;;"921884872838451201";https://twitter.com/HereIsMeag/status/921884872838451201
hannahlduh;2017-10-21 19:43;0;2;"Happy Death Day";;;;"921884795898089473";https://twitter.com/hannahlduh/status/921884795898089473
DamodarCinemas;2017-10-21 19:43;0;1;"Still haven't seen HAPPY DEATH DAY ??? Don't worry we still have some final screenings this week at VILLAGE 6. #HappyDeathDay pic.twitter.com/2D4ih3dNnk";;;#HappyDeathDay;"921884755074826240";https://twitter.com/DamodarCinemas/status/921884755074826240
KillemRizzle;2017-10-21 19:43;0;1;"Hell yeahh We thought the same. & I remember a movie that came out earlier this year that had the similar plot your talking about";;;;"921884694823821312";https://twitter.com/KillemRizzle/status/921884694823821312
BranFanHQ;2017-10-21 19:43;0;0;"Happy Death Day is a good movie. i recommend it.";;;;"921884630436982785";https://twitter.com/BranFanHQ/status/921884630436982785
MistaRafael;2017-10-21 19:42;0;0;"Happy death day";;;;"921884550506172419";https://twitter.com/MistaRafael/status/921884550506172419
blackxidy;2017-10-21 19:42;0;3;"I’m still wondering what made the day kept restarting for the girl in Happy Death Day";;;;"921884504616181760";https://twitter.com/blackxidy/status/921884504616181760
nivxxole;2017-10-21 19:42;0;0;"And I also want to watch happy death day but here I am getting this shmoney )’:";;;;"921884381563691008";https://twitter.com/nivxxole/status/921884381563691008
TheAceRimmer;2017-10-21 19:42;0;0;"Happy Death Day was better than it had any right or need to be. Aim lower next time guys!";;;;"921884331131490306";https://twitter.com/TheAceRimmer/status/921884331131490306
ohpeezy;2017-10-21 19:41;0;0;"couldn’t enjoy happy death day without this 14 year old tryna “ ask me out “";;;;"921884198620803073";https://twitter.com/ohpeezy/status/921884198620803073
Lawrenceliwanag;2017-10-21 19:41;0;3;"Di ako maka move on sa happy death day !! Huyyy ang ganda promise lupet ng plot twist huhu lavette!!";;;;"921884190110396416";https://twitter.com/Lawrenceliwanag/status/921884190110396416
eXTeeGi;2017-10-21 19:41;0;2;"My family enjoyed Happy Death Day and I just- I just don't understand.";;;;"921884144103288832";https://twitter.com/eXTeeGi/status/921884144103288832
LeosAMovieGuy;2017-10-21 19:41;0;0;"Don’t forget to read my new reviews of ONLY THE BRAVE, JUNGLE, HAPPY DEATH DAY , & MARSHALL! All on http:// AMovieGuy.com !";;;;"921884117414961157";https://twitter.com/LeosAMovieGuy/status/921884117414961157
TheDuragGeneral;2017-10-21 19:41;0;0;"Finna watch happy death day";;;;"921884097085091846";https://twitter.com/TheDuragGeneral/status/921884097085091846
mosxarilos;2017-10-21 19:40;0;0;"I rated Happy Death Day (2017) 7/10 #IMDb http://www. imdb.com/title/tt5308322";;;#IMDb;"921883807766204416";https://twitter.com/mosxarilos/status/921883807766204416
CineSight;2017-10-21 19:39;0;0;"We have a short review for Happy Death Day up! Hope you enjoy it as much as I did. #HappyDeathDay http://www. cinesight.net/Reviews/happyD eathDay/happyDeathDay.html … pic.twitter.com/mciRq1G5ZX";;;#HappyDeathDay;"921883779932852224";https://twitter.com/CineSight/status/921883779932852224
hatwithbuttons;2017-10-21 19:39;0;0;"On the twenty-first day of #Halloween , my local theater gave to me, twenty-one cases of deja-vu! #HappyDeathDayMovie @UniversalHorror pic.twitter.com/8j1wSK31qG";;@UniversalHorror;#Halloween #HappyDeathDayMovie;"921883658612559872";https://twitter.com/hatwithbuttons/status/921883658612559872
Devonkopec;2017-10-21 19:39;0;0;"Yo ‘ Happy Death Day ’ wins dark horse of 2017 I think. Really fun flick.";;;;"921883628950446082";https://twitter.com/Devonkopec/status/921883628950446082
torresjavier6;2017-10-21 19:39;0;0;"Happy death day mañana";;;;"921883628241674243";https://twitter.com/torresjavier6/status/921883628241674243
DaniDTalks;2017-10-21 19:37;0;0;"#HappyDeathDay was a good movie, if you like bad movies";;;#HappyDeathDay;"921883163189690368";https://twitter.com/DaniDTalks/status/921883163189690368
lovelytruce;2017-10-21 19:37;0;0;"I’m watching happy Death day";;;;"921883106600251392";https://twitter.com/lovelytruce/status/921883106600251392
lindscatherine_;2017-10-21 19:36;0;3;"we just saw happy death day . 2/10 bc it was so bad i laughed the whole time";;;;"921883021527134210";https://twitter.com/lindscatherine_/status/921883021527134210
wthgio;2017-10-21 19:36;0;0;"adorei happy death day so erraram classificando o filme como terror";;;;"921882927541227521";https://twitter.com/wthgio/status/921882927541227521
chelskilgore;2017-10-21 19:34;0;1;"happy death day was trashhhh. omg";;;;"921882442126028801";https://twitter.com/chelskilgore/status/921882442126028801
wildishthing;2017-10-21 19:34;0;3;"Happy Death Day was enjoyable";;;;"921882336828018688";https://twitter.com/wildishthing/status/921882336828018688
theseigisniper;2017-10-21 19:34;0;2;"So #HappyDeathDay is way more clever in its second half than it led me to believe in the first!";;;#HappyDeathDay;"921882336765001728";https://twitter.com/theseigisniper/status/921882336765001728
JeetoCheesus;2017-10-21 19:33;0;0;"Went to see Happy Death Day with the kids, expecting to hate it. I did not. It was hilarious at moments, and actually v. well crafted.";;;;"921882198487261184";https://twitter.com/JeetoCheesus/status/921882198487261184
madridstah;2017-10-21 19:33;0;0;"I think happy death day is my new favorite movie";;;;"921882144582053888";https://twitter.com/madridstah/status/921882144582053888
NinoFromVA;2017-10-21 19:32;0;1;"Solid movie I’ve seen a movie with a similar plot though";;;;"921881937962250242";https://twitter.com/NinoFromVA/status/921881937962250242
bearmccreary;2017-10-21 19:32;11;131;"Awesome seeing 3 films I've done at my hometown film festival: @unrestfilm #RebelInTheRye #Score , & #HappyDeathDay is playing across town! pic.twitter.com/7pocvLa9ue";;@unrestfilm;#RebelInTheRye #Score #HappyDeathDay;"921881909394731008";https://twitter.com/bearmccreary/status/921881909394731008
malissaali;2017-10-21 19:32;2;10;"Happy Death Day menyakitkan hati zzz";;;;"921881821041840129";https://twitter.com/malissaali/status/921881821041840129
tntncrz;2017-10-21 19:31;1;1;"Mas bet ko Happy Death Day pero wait baka meron na online, sainyo na lang tayo manuod tas luto carbonara";;;;"921881658214686720";https://twitter.com/tntncrz/status/921881658214686720
Ayesha11178;2017-10-21 19:30;0;0;"I went to see #HappyDeathDay on Friday";;;#HappyDeathDay;"921881466577080320";https://twitter.com/Ayesha11178/status/921881466577080320
addison_durham;2017-10-21 19:30;0;0;"someone go see happy death day with me";;;;"921881457861197826";https://twitter.com/addison_durham/status/921881457861197826
veIouroses;2017-10-21 19:29;0;0;"YALL HAPPY DEATH DAY IS SO GOOD";;;;"921881068961189888";https://twitter.com/veIouroses/status/921881068961189888
lovatodinahs;2017-10-21 19:28;0;5;"i watched happy death day and now i think i'm in love with jessica rothe and ruby modine";;;;"921880965563248641";https://twitter.com/lovatodinahs/status/921880965563248641
GreatnessAwakes;2017-10-21 19:28;0;1;"Just seen 2 good movies with the . We seen Tyler perry boo 2 and happy death day";;;;"921880957103345667";https://twitter.com/GreatnessAwakes/status/921880957103345667
vittorz;2017-10-21 19:28;0;0;"A morte te dar parabéns™ (@Cinemark for Happy Death Day in Brasília, DF) https://www. swarmapp.com/c/iz7Sz4FWl5l";;@Cinemark;;"921880917219663873";https://twitter.com/vittorz/status/921880917219663873
kryslynnvaldez2;2017-10-21 19:26;0;1;"i want go watch Happy Death Day with someone ¡";;;;"921880330549841921";https://twitter.com/kryslynnvaldez2/status/921880330549841921
lexiedreamer;2017-10-21 19:25;0;0;"I recommend everyone go see Happy Death Day ! It’s really good!";;;;"921880070993645568";https://twitter.com/lexiedreamer/status/921880070993645568
Al3xAnimation;2017-10-21 19:24;0;2;"Groundhog Day 2- I mean.. Happy death day is good for what it is.";;;;"921879970640809985";https://twitter.com/Al3xAnimation/status/921879970640809985
thecalgee;2017-10-21 19:24;0;3;"Happy Death Day is no masterpiece but it’s a fun ride Loved the lead, she does a great job of carrying the movie on her shoulders.";;;;"921879916747956224";https://twitter.com/thecalgee/status/921879916747956224
darealellen;2017-10-21 19:24;0;1;"I'm watching Happy Death Day (2017) https:// trakt.tv/movies/happy-d eath-day-2017 … #trakt";;;#trakt;"921879883185295360";https://twitter.com/darealellen/status/921879883185295360
Treylon8;2017-10-21 19:23;0;0;"I WANNA GO SEE HAPPY DEATH DAY BUT IM NOT GOING BY MYSELF";;;;"921879711466381312";https://twitter.com/Treylon8/status/921879711466381312
Gloomy_dave;2017-10-21 19:23;0;1;"Happy death day later";;;;"921879687177166849";https://twitter.com/Gloomy_dave/status/921879687177166849
StefanyPrecious;2017-10-21 19:22;0;0;"Happy death day was one awesome movieee";;;;"921879464065236992";https://twitter.com/StefanyPrecious/status/921879464065236992
