username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
EnricoDiazBernu;2017-10-18 19:32;0;0;"¿Vivimos la misma Vida una y otra vez? Happy Death Day -Eterno Retorno- ... https:// youtu.be/_QhmYdw-Kzo vía @YouTube";;@YouTube;;"920794800609050624";https://twitter.com/EnricoDiazBernu/status/920794800609050624
Jennie_Jayne;2017-10-18 19:32;0;1;"Saw Happy Death Day today and I was spookd";;;;"920794773622996992";https://twitter.com/Jennie_Jayne/status/920794773622996992
_nessiee04;2017-10-18 19:32;0;3;"Carter and I watched Happy Death Day and he said he didn't trust the roommate bc of her eyebrows";;;;"920794631612260352";https://twitter.com/_nessiee04/status/920794631612260352
Yazming_11;2017-10-18 19:31;1;0;"I want to go see Happy Death Day but if it’s a dumb movie I’ll be pretty sad :/";;;;"920794405501571072";https://twitter.com/Yazming_11/status/920794405501571072
JaneLove_;2017-10-18 19:30;0;0;"WE SAW HAPPY DEATH DAY WTF";;;;"920794311708483585";https://twitter.com/JaneLove_/status/920794311708483585
afobar;2017-10-18 19:30;0;0;"10/18 Happy Death Day (2017) - only positive is the main boy had a they live poster on his wall so here's a pic of roddy piper (0) pic.twitter.com/FG8muMzU4p";;;;"920794198181158912";https://twitter.com/afobar/status/920794198181158912
DaveFuentes5;2017-10-18 19:30;0;0;"watching Happy Death Day at Marcus Orland Park Cinema http:// fb.me/2trusJkT3";;;;"920794173388701696";https://twitter.com/DaveFuentes5/status/920794173388701696
dylan_gammon;2017-10-18 19:28;0;9;"Anyone want to see Happy Death Day this weekend?";;;;"920793780839522304";https://twitter.com/dylan_gammon/status/920793780839522304
TheLeonaro;2017-10-18 19:27;1;0;"Kind of want to see happy death day .";;;;"920793486189666304";https://twitter.com/TheLeonaro/status/920793486189666304
buwayahman;2017-10-18 19:26;0;0;"Saw Happy Death Day last night. Silly and ridiculous but entertaining. Highly recommended for some mindless fun.";;;;"920793316957995008";https://twitter.com/buwayahman/status/920793316957995008
beer_mat_movies;2017-10-18 19:26;0;1;"They managed to get MLP, The Party, and Happy Death Day wrong. Someone's being paid money for incompetence... and it's not me!";;;;"920793136703594496";https://twitter.com/beer_mat_movies/status/920793136703594496
berimbauhero;2017-10-18 19:26;0;0;"se cês forem ver Happy Death Day me chama vlwflw";;;;"920793122384183296";https://twitter.com/berimbauhero/status/920793122384183296
michael_myersx0;2017-10-18 19:25;0;0;"Me ha gustado un vídeo de @YouTube ( http:// youtu.be/_QhmYdw-Kzo?a - ¿Vivimos la misma Vida una y otra vez? Happy Death Day -Eterno";;@YouTube;;"920793031846121473";https://twitter.com/michael_myersx0/status/920793031846121473
DustinCelestine;2017-10-18 19:25;0;0;"Boredom struck and I saw Happy Death Day last night. I was expecting it to be a cheesy seasonal movie, but it was actually really good";;;;"920792883606773760";https://twitter.com/DustinCelestine/status/920792883606773760
IslandBadGyaal;2017-10-18 19:24;6;1;"Happy Death Day is a good movie. If you’re expecting something really scary, don’t see it";;;;"920792845551841280";https://twitter.com/IslandBadGyaal/status/920792845551841280
J_Kayyyyy;2017-10-18 19:24;0;0;"I want see happy death day so bad";;;;"920792797388554240";https://twitter.com/J_Kayyyyy/status/920792797388554240
Leslie_Rachan;2017-10-18 19:23;0;0;"Me ha gustado un vídeo de @YouTube ( http:// youtu.be/_QhmYdw-Kzo?a - ¿Vivimos la misma Vida una y otra vez? Happy Death Day -Eterno";;@YouTube;;"920792548913713152";https://twitter.com/Leslie_Rachan/status/920792548913713152
VannieCole;2017-10-18 19:23;0;1;"I need to see Happy Death Day .. everyone is saying it's so good";;;;"920792407603494912";https://twitter.com/VannieCole/status/920792407603494912
Swilliky;2017-10-18 19:23;0;0;"SwillBlog: Movie Review: Happy Death Day http://www. swilliky.com/2017/10/movie- review-happy-death-day.html?spref=tw … #HappyDeathDay #MovieReview #Horror";;;#HappyDeathDay #MovieReview #Horror;"920792360711110657";https://twitter.com/Swilliky/status/920792360711110657
rrooossssiiiee;2017-10-18 19:23;0;5;"I wanna see Happy Death Day";;;;"920792357779390464";https://twitter.com/rrooossssiiiee/status/920792357779390464
kennnneddyyy;2017-10-18 19:22;0;2;"so i’m about to poop myself watching happy death day";;;;"920792246202617857";https://twitter.com/kennnneddyyy/status/920792246202617857
sippyrcup;2017-10-18 19:22;0;0;"“ happy death day ” eu me fazendo";;;;"920792132063039489";https://twitter.com/sippyrcup/status/920792132063039489
CawkieBoiMMA;2017-10-18 19:21;0;1;"The girls are DRAGGING me to see #HappyDeathDay ugghh i don wanna!!";;;#HappyDeathDay;"920791963535732737";https://twitter.com/CawkieBoiMMA/status/920791963535732737
laurennicoleex;2017-10-18 19:21;0;1;"i refuse to go see happy death day just because the ads play nonstop on spotify";;;;"920791922209325057";https://twitter.com/laurennicoleex/status/920791922209325057
talissatan_;2017-10-18 19:20;0;0;"I'm at Cinépolis - @cinepolisbrasil for Happy Death Day in Belém, PA https://www. swarmapp.com/c/i5pBHTEYUZ5";;@cinepolisbrasil;;"920791739488600065";https://twitter.com/talissatan_/status/920791739488600065
feeqanadia;2017-10-18 19:20;0;1;"Bestttt! Nnt nk try happy death day plak";;;;"920791733847310336";https://twitter.com/feeqanadia/status/920791733847310336
charlotte4life1;2017-10-18 19:20;0;0;"@jessica_rothe after watching happy death day I know who my favorite actress is";;@jessica_rothe;;"920791713995563008";https://twitter.com/charlotte4life1/status/920791713995563008
AdamR38;2017-10-18 19:19;0;4;"The main character in HAPPY DEATH DAY is named Tree Gelbman?";;;;"920791357307871232";https://twitter.com/AdamR38/status/920791357307871232
Exhibit__J;2017-10-18 19:19;0;0;"I want to do something fun and different this weekend. But I still wanna go to the movies and see Happy Death Day too.";;;;"920791354061524994";https://twitter.com/Exhibit__J/status/920791354061524994
Exhibit__J;2017-10-18 19:17;0;0;"Tryna go see Happy Death Day this weekend.";;;;"920791010321543168";https://twitter.com/Exhibit__J/status/920791010321543168
WeAreSecondU;2017-10-18 19:16;1;1;"REVIEW: Happy Death Day - Second Union http:// bit.ly/2zyU1cm via @WeAreSecondU";;@WeAreSecondU;;"920790808785141761";https://twitter.com/WeAreSecondU/status/920790808785141761
_InkMyThoughts;2017-10-18 19:16;0;1;"Sooo yeah about the movie “ Happy death day ”";;;;"920790691407474688";https://twitter.com/_InkMyThoughts/status/920790691407474688
w_stratter;2017-10-18 19:15;0;0;"About to head out to see #HappyDeathDay with my wife. Catch y'all later for gaming!";;;#HappyDeathDay;"920790414583623680";https://twitter.com/w_stratter/status/920790414583623680
EternalGamma;2017-10-18 19:15;0;0;"Date night — watching Happy Death Day at Star Theatre Gratiot http:// fb.me/DDJcL2qM";;;;"920790392873857025";https://twitter.com/EternalGamma/status/920790392873857025
hugmeloxx;2017-10-18 19:13;0;0;"@MahoganyLOX Have you watched Happy Death Day ?";;@MahoganyLOX;;"920790002530963458";https://twitter.com/hugmeloxx/status/920790002530963458
BORReport;2017-10-18 19:13;0;0;"Daily Box Office Report for Tuesday, October 17, 2017: http://www. boxofficereport.com/daily/20171017 .html … #BoxOffice #BladeRunner2049 #HappyDeathDay #TheForeigner pic.twitter.com/IJIejSihmd";;;#BoxOffice #BladeRunner2049 #HappyDeathDay #TheForeigner;"920789863468634112";https://twitter.com/BORReport/status/920789863468634112
heysweetpeach;2017-10-18 19:12;0;1;"We’re having a family movie night and I love it. First was It. Now Despiscable Me 3 & next is Happy Death Day";;;;"920789764974039041";https://twitter.com/heysweetpeach/status/920789764974039041
hm_pufnstuf;2017-10-18 19:11;0;2;"Props to Happy Death Day for being a fun horror movie that doesn’t take itself too seriously.";;;;"920789432080437248";https://twitter.com/hm_pufnstuf/status/920789432080437248
viewoverhere;2017-10-18 19:10;0;0;"watching Happy Death Day at Rave Cinemas Baldwin Hills Crenshaw Plaza 15 http:// fb.me/IRi6uqqt";;;;"920789297808121856";https://twitter.com/viewoverhere/status/920789297808121856
Laura88Lee;2017-10-18 19:08;61;1281;"Also I kinda LOVED happy death day .. it was too cute!!";;;;"920788803605872640";https://twitter.com/Laura88Lee/status/920788803605872640
RhinosandAliens;2017-10-18 19:06;0;0;"#HappyDeathDay continues to exceed expectations with $29.1M & #BladeRunner2049 continues to fall short with $64.2M https:// twitter.com/boxofficemojo/ status/920773125360435200 …";;;#HappyDeathDay #BladeRunner2049;"920788304538238977";https://twitter.com/RhinosandAliens/status/920788304538238977
irenv_;2017-10-18 19:06;8;0;"Quiero ver happy death day , quiero cine e e";;;;"920788172002529281";https://twitter.com/irenv_/status/920788172002529281
NovaKorpov;2017-10-18 19:06;0;0;"Wow, I knew nothing going in but Happy Death Day is a GREAT movie. It's Mean Girls and Groundhog Day AND Scream";;;;"920788141484765185";https://twitter.com/NovaKorpov/status/920788141484765185
clipsonlinetv;2017-10-18 19:04;0;0;"Young Audiences Flock to ' Happy Death Day ' - The New York Times - New York Times http:// ift.tt/2ywHndN #Movies #Film";;;#Movies #Film;"920787749208252416";https://twitter.com/clipsonlinetv/status/920787749208252416
Alaa_foox;2017-10-18 19:03;1;2;"فيه فيلم لسة نازل اسمه Happy death day واخد شوية من فيلم الف مبروك مع الذكر ان الف مبروك متاخد من groundhog day، جمعية ودايرة واخد بالك !";;;;"920787483880755200";https://twitter.com/Alaa_foox/status/920787483880755200
Kellyxo_13;2017-10-18 19:01;0;0;"Happy Death Day && Red Robin with Mama Kayla & Babbe";;;;"920786885072576513";https://twitter.com/Kellyxo_13/status/920786885072576513
aldhea_bhem;2017-10-18 19:01;4;6;"Seven Sundays, Bad Genius and Happy Death day MY G! Tooo muuucccchh BEST MOVIESSSS EVERRRR... !!";;;;"920786872372101120";https://twitter.com/aldhea_bhem/status/920786872372101120
Jake_Whyman;2017-10-18 19:00;2;9;"So, I saw Happy Death Day out of morbid curiosity... I was hoping that Bill Murray was revealed to be the masked killer the entire time. pic.twitter.com/QQ9V3qasLZ";;;;"920786760656871424";https://twitter.com/Jake_Whyman/status/920786760656871424
kitimientertai1;2017-10-18 19:00;0;0;"‘ Happy Death Day ’ recycles a comedy classic — as horror – Longview News-Journal http:// ow.ly/6cjm50eGvZp";;;;"920786734383861760";https://twitter.com/kitimientertai1/status/920786734383861760
YSN_KENT;2017-10-18 19:00;0;0;"Happy Death Day still in theaters? Or nah";;;;"920786595833409536";https://twitter.com/YSN_KENT/status/920786595833409536
ale0092001;2017-10-18 18:57;0;1;"Me ha gustado un vídeo de @YouTube ( http:// youtu.be/_QhmYdw-Kzo?a - ¿Vivimos la misma Vida una y otra vez? Happy Death Day -Eterno";;@YouTube;;"920785953035292674";https://twitter.com/ale0092001/status/920785953035292674
moviebucom2;2017-10-18 18:57;0;0;"Happy Death Day on http:// Moviebu.com https://www. moviebu.com/movies/happy-d eath-day/ … pic.twitter.com/nnMQ0kmYtA";;;;"920785890959613954";https://twitter.com/moviebucom2/status/920785890959613954
sonofabish_33;2017-10-18 18:57;0;1;"I have been seeing a lot of negativity around Happy Death Day recently so I'm throwing some positivity out there. It's forking awesome";;;;"920785887902027777";https://twitter.com/sonofabish_33/status/920785887902027777
Shyanne_Alysha;2017-10-18 18:55;0;0;"Has anyone seen happy death day ? My friend &I wanna go&Cora(8) wants to go should I let her?";;;;"920785561446748165";https://twitter.com/Shyanne_Alysha/status/920785561446748165
jessamhainne;2017-10-18 18:55;0;0;"Yung feeling na ayaw niya manood ng happy death day kahapon kase onti lng nanonood hahaha takot siya oh kaya bad... http:// fb.me/BJ0vyn3e";;;;"920785324283912192";https://twitter.com/jessamhainne/status/920785324283912192
irenebooksfan;2017-10-18 18:54;0;0;"@UniversalHorror loved loved #HappyDeathDay such a great movie cant wait to see it again amazing job cast .";;@UniversalHorror;#HappyDeathDay;"920785093777506305";https://twitter.com/irenebooksfan/status/920785093777506305
SYMPHONIC_ROCK;2017-10-18 18:53;0;1;"@TheDeadDeads ,any of the dd's seen Happy Death Day yet?";;@TheDeadDeads;;"920785043366260736";https://twitter.com/SYMPHONIC_ROCK/status/920785043366260736
stfuivory;2017-10-18 18:53;1;3;"I really want to see happy death day";;;;"920785022268817408";https://twitter.com/stfuivory/status/920785022268817408
Chaconiaa;2017-10-18 18:53;0;0;"Going to see Happy Death Day wit my boo tomorrow and I cannot wait";;;;"920784905436622848";https://twitter.com/Chaconiaa/status/920784905436622848
HannahEmily99;2017-10-18 18:52;2;6;"Still haven’t seen Happy Death Day but it’s fine I’m fine";;;;"920784748703830016";https://twitter.com/HannahEmily99/status/920784748703830016
nalpamplona;2017-10-18 18:52;0;0;"Esse filme tá de parabéns. (@Cinépolis - @cinepolisbrasil for Happy Death Day in Belém, PA) https://www. swarmapp.com/c/i7YxsZ1XJ5z";;@Cin @cinepolisbrasil;;"920784716839686151";https://twitter.com/nalpamplona/status/920784716839686151
labbla11;2017-10-18 18:51;0;1;"Happy Death Day is the best";;;;"920784551475064832";https://twitter.com/labbla11/status/920784551475064832
BlueHighwind;2017-10-18 18:51;1;3;"If you're stuck in a Groundhog's Day or #HappyDeathDay loop, do you always poop at the same time every day? Is it always the same kind of poops?";;;#HappyDeathDay;"920784464606875648";https://twitter.com/BlueHighwind/status/920784464606875648
c0v3rmyrainb0w;2017-10-18 18:51;0;0;"I liked a @YouTube video http:// youtu.be/IZIyDQ83Nnc?a HAPPY DEATH DAY (2017) Ending Explained";;@YouTube;;"920784442934820870";https://twitter.com/c0v3rmyrainb0w/status/920784442934820870
ChrisAnciso_;2017-10-18 18:48;0;1;"Saw Happy Death Day with my hunny and we had the whole theatre to ourselves";;;;"920783570209247232";https://twitter.com/ChrisAnciso_/status/920783570209247232
artistic_jgil;2017-10-18 18:48;0;0;"SO they decided I am going to be the killer from Happy Death Day . Only after I vetoed the following: a bloody pad, a penis, Jigsaw, and It.";;;;"920783564299558913";https://twitter.com/artistic_jgil/status/920783564299558913
Landrau_97;2017-10-18 18:47;0;0;"Happy Death Day";;;;"920783484871901185";https://twitter.com/Landrau_97/status/920783484871901185
BrianWCollins;2017-10-18 18:46;0;9;"WOW NO ONE HAS MADE THAT OBSERVATION YET* YOU ARE A GENIUS. *Except for the Happy Death Day character who notes the similarity.";;;;"920783252142538753";https://twitter.com/BrianWCollins/status/920783252142538753
charissemarie;2017-10-18 18:46;0;0;"‘ Happy Death Day ’ Far Exceeds Initial Budget — Next For Jessica Rothe Is ‘Forever My Girl… https:// goo.gl/fb/D9SsiG";;;;"920783085297336320";https://twitter.com/charissemarie/status/920783085297336320
SMicheliz;2017-10-18 18:46;0;0;"Happy Death Day no estaba tan wow";;;;"920783067362611200";https://twitter.com/SMicheliz/status/920783067362611200
iamkingcar;2017-10-18 18:45;1;4;"I want to see happy death day";;;;"920782955122892800";https://twitter.com/iamkingcar/status/920782955122892800
ChristyBrooks_;2017-10-18 18:44;0;0;"Happy Death Day made me so mad at the end";;;;"920782777934598144";https://twitter.com/ChristyBrooks_/status/920782777934598144
_Londaaa_;2017-10-18 18:44;0;1;"wish i could've relive my life like the girl in Happy Death Day , but not like how she relived hers lol";;;;"920782690596655105";https://twitter.com/_Londaaa_/status/920782690596655105
sydneeesmith;2017-10-18 18:44;0;2;"Check out my review of Happy Death Day ! https:// twitter.com/puyalluppost/s tatus/920775048335474688 …";;;;"920782670170169345";https://twitter.com/sydneeesmith/status/920782670170169345
lukeceviche;2017-10-18 18:44;0;0;"hoy voy a ver happy death day y mañana es mi happy death day porque me entregan mis notas ahre";;;;"920782661140049923";https://twitter.com/lukeceviche/status/920782661140049923
swalowmeonspitr;2017-10-18 18:43;0;1;"who taking me to c happy death day ¿";;;;"920782519401791488";https://twitter.com/swalowmeonspitr/status/920782519401791488
mayxamartin;2017-10-18 18:43;0;1;"i want to watch happy death day";;;;"920782319543230465";https://twitter.com/mayxamartin/status/920782319543230465
MasonC661;2017-10-18 18:42;2;9;"Why haven’t I seen Happy Death Day yet!?";;;;"920782173694697472";https://twitter.com/MasonC661/status/920782173694697472
pewlie;2017-10-18 18:42;0;0;"Israel has like two pics from happy death day in google so i had to go to the bts, pause & screen cap";;;;"920782112411623424";https://twitter.com/pewlie/status/920782112411623424
Trollzous;2017-10-18 18:41;6;175;"Is that movie Happy Death Day supposed to be ironic horror comedy or what? I'm so lost from the trailer";;;;"920781969063055360";https://twitter.com/Trollzous/status/920781969063055360
mvdxson;2017-10-18 18:41;0;0;"Happy death day was so goooooood";;;;"920781901547257857";https://twitter.com/mvdxson/status/920781901547257857
LastBowCelebs;2017-10-18 18:40;0;0;"' Happy Death Day ' Far Exceeds Initial Budget — Next For Jessica Rothe Is 'Forever My Girl' And ... http:// ift.tt/2gjSrCR #LastBow";;;#LastBow;"920781756936138753";https://twitter.com/LastBowCelebs/status/920781756936138753
aralogyyy;2017-10-18 18:40;0;1;"Nood tayong #HappyDeathDay";;;#HappyDeathDay;"920781677135249408";https://twitter.com/aralogyyy/status/920781677135249408
ezegamer02;2017-10-18 18:40;0;0;"Me ha gustado un vídeo de @YouTube ( http:// youtu.be/_QhmYdw-Kzo?a - ¿Vivimos la misma Vida una y otra vez? Happy Death Day -Eterno";;@YouTube;;"920781563373260801";https://twitter.com/ezegamer02/status/920781563373260801
zoeisaprincess;2017-10-18 18:39;0;1;"I kinda wanna see happy death day";;;;"920781474558857216";https://twitter.com/zoeisaprincess/status/920781474558857216
lalisataes;2017-10-18 18:39;0;0;"Okay but that character development in Happy Death Day";;;;"920781392262455296";https://twitter.com/lalisataes/status/920781392262455296
paolavvictoria;2017-10-18 18:38;0;0;"quiero ver happy death day :(";;;;"920781196392652801";https://twitter.com/paolavvictoria/status/920781196392652801
modmove;2017-10-18 18:38;0;0;"Our #HappyDeathDay #moviereview is now live! http:// ow.ly/3Ru030fYzma pic.twitter.com/PMJEnvrsDS #brisbanecinema";;;#HappyDeathDay #moviereview #brisbanecinema;"920781132559417347";https://twitter.com/modmove/status/920781132559417347
